16763	 Mtss1 	 	0	-4.6170013336514	1.0675418270552	-1.9405686006311	-1.4675739694006	1.4575920805216	1.8847033391458	-10.661786951182	-2.5175493933511	-1.7221580259827	1.188213274703	-3.4108372712163	-4.620308770701	-1.4056008140247	-1.0931893699232	-1.4246559623532
16845	 Npb 	NM_153288 	0	3.6235228138585	3.0401149145907	6.8584661576575	1.576638037454	5.2089237484566	1.4921998774972	8.6634325798728	6.1924855237004	5.3325139469426	3.7894658706448	2.6682468168718	4.7494465006541	1.4997573534465	1.8626274544135	4.1301897066499
17917	 Mthfr 	NM_010840 	0	-2.2759567242972	-2.717909552247	-2.5353037570283	1.0645949457654	-3.2655775370657	-1.3982763107329	-2.1118399439898	-3.4662509371213	-2.5597821128863	-6.2601249259346	-1.0745746721949	-1.552526421842	-1.0036122184933	-1.1492015418488	-1.6599652632274
18172	 Pik3c2a 	NM_011083 	0	1.8188714245168	2.5835507676524	5.9950388247681	-2.23678890568	1.9723001148045	2.1687824987737	6.0365249501933	1.8945278766632	4.899863706957	1.5572165115434	1.0123678390093	2.0692168200382	1.3348147590364	-1.4799464456384	1.3012777379211
18441	 Emr1 	NM_010130 	0	-4.4601554966132	-4.1241077166465	-4.4212085376187	-2.1867543544393	-5.9073268382993	1.0814117896911	-2.4695680623283	-2.2368970666276	-6.4327400246105	-2.7256494512315	-1.7174891415174	-3.2657730439419	-1.8173015625426	-1.4409104797622	-2.2741703865359
18445	 A_52_P477752 	A_52_P477752 	0	-2.469835337149	-4.1945367135357	-2.8068163650256	1.0430679471499	-3.0984821601863	-1.8226614156819	-2.299820813268	-3.4972928500014	-3.0204941573853	-12.728581275608	-1.3365616631011	-1.7489000895921	1.1645107446072	-1.7179835457763	-2.2501475642762
18663	 Ctsm 	NM_022326 	0	-1.5724288376863	-9.6501041378104	-1.4358629849816	1.4971006537218	-1.3213351859217	-1.2496454147573	-1.0880315777555	1.032805162275	-1.1629410481106	1.247871884957	1.3721386576265	-1.0836728679004	-1.2618333455346	1.6903047036895	1.2200575028382
18833	 A_52_P1163917 	A_52_P1163917 	0	2.0833584574493	-9.6304592960668	1.2920073967361	-1.8385184818251	-1.232079410327	-1.1402726298328	-1.4015545318298	-1.295853780306	1.1043809330216	3.5287996362247	1	-2.2434789551035	-1.5777929093648	1	1
18993	 Cyp7a1 	NM_007824 	0	-5.3331401906356	-3.4765941895939	-1.7243959731168	-7.2980191732116	-1.804130713503	1.4600475504338	-1.7151456255559	1.5996611592564	-1.2159894304365	-1.9112566081867	-3.169874002215	-5.0037084866872	-1.5976549893131	-3.1534213234654	-10.541198704989
19003	 A_52_P103319 	A_52_P103319 	0	-3.0385053124914	-8.1323301224226	1.0612187141986	-1.2987303808934	1.2547280299309	-1.1030360334629	-1.3097940101049	1.041528839779	1.2110514667573	1.2801563063727	-1.8168664275307	-1.2598823736758	1.0467134384877	-1.8890567284564	-1.5658169860519
19157	 Cyp2b13 	NM_007813 	0	-26.227687472551	-36.644601228194	-25.74186450358	-22.127380296293	-29.561059800813	-2.1854003082613	-22.852830580429	-43.524120098262	-22.148789720926	-39.058899256743	-25.919104937569	-78.076439483915	-6.9980493373149	-71.314854421938	-86.236277228651
19424	 H2-Ab1 	NM_207105 	0	-2.2009795124763	-2.3865910080425	-1.4020968060683	-1.8902663360151	-2.9314601850885	1.0160355413102	-1.4948031349667	-1.5491483186578	-2.1814436551124	-6.9238555697287	-1.6856018529036	-1.5339457482639	1.0376555182678	-1.7811110581454	-1.4950096639178
19482	 Afp 	NM_007423 	0	1.1926845679811	1.29187650526	6.4380448821757	1.8300164768972	2.3801043605228	2.5506918822659	5.7567583557355	3.1050171266484	3.2373003931485	3.1735840151667	2.7331407666016	2.3493352770666	2.4013861416476	2.6253970928187	1.6425477361706
19757	 Smpd3 	NM_021491 	0	1.4748810648466	1.9192652496131	2.0291726495785	7.9508763596426	1.4210161049817	-1.3160185168524	2.4037428199601	3.7479086756497	1.4640401937367	2.8256931577515	4.4326046733237	1.2799588277944	-1.2250462916811	2.9318989637973	2.3798632354535
20076	 A_52_P237357 	A_52_P237357 	0	-4.275786384406	-2.0655323442512	-3.2661189693967	-1.3078833167855	-1.7305294720001	1.2343274860919	-7.7765505608709	-1.7196141100443	-2.3126930751844	-2.0129732329697	-3.6971153434242	-3.1381666301437	1.0862845432461	-1.4123716774794	-2.6732033703103
20089	 Rgs16 	NM_011267 	0	-2.0649474312138	4.1878102930388	1.0202029852486	-1.1626641995763	1.2881575995443	3.2329724220349	-2.6977953389956	-13.367801867974	-15.362432935791	1.4468782892523	3.0338143414487	2.7383376647162	-2.5804176274403	1.2317327816448	1.0296556335714
20171	 Serpinb1a 	NM_025429 	0	-4.7188263949978	-4.7206412823016	-2.5444504620216	-3.0383374031221	-1.8945453259902	-1.0654704269504	-1.7016686582925	-11.473343602884	-4.4649849565515	-3.246011095529	-1.8616369916025	-3.1033159960702	-1.6273388776569	-4.7087431345394	-3.552720156649
20284	 A_51_P182362 	A_51_P182362 	0	-4.8206433292253	-5.6329254043153	1.5902228881982	-1.5893772780745	-5.3187796690098	-1.1972931560421	-5.3257404834303	-6.8323326034425	-2.442761125807	-7.2222912826492	-4.7900163961476	-4.0185280118516	-1.5123071310117	2.2977088658574	-5.414719952784
20445	 Olfr114 	NM_146287 	0	-1.4259523064647	-1.472688854381	1.0894637890494	1.8273511042463	-1.609044295542	-1.1480029392649	-1.7271736352055	10.243302540799	6.8627313778821	1.7847114092568	1.4247084495853	-1.1354449942322	6.7809883774342	2.8289221751776	1.3217185948619
20802	 Mup6 	NM_001081285 	0	-2.1285261986722	-3.232585347115	-6.0533669322173	-2.2081725153132	-2.6635692961973	-2.0855374841973	-1.4680944606252	-1.369361142485	-1.5922270581371	-1.7465740368433	-1.5224884267062	-2.5741331053606	-2.8162616417189	-1.9189249958677	-1.7626821232084
20910	 Rpl21 	NM_019647 	0	-2.2179308412275	-3.2090094793896	-2.7332918097155	1.004808106109	-2.7785870033522	-1.7690821479722	-2.2381799451718	-3.3843478943304	-2.9613995087006	-8.3434948074666	-1.3957093889161	-1.5092632595057	1.0103701334772	-1.6246806199249	-2.0132838047501
20968	 Adamdec1 	NM_021475 	0	-9.6617990363771	-3.0270597958805	-1.5657989590215	-1.5764529008194	-3.9111637582402	-1.0926953627649	-1.4416770998126	-1.1825181084112	-1.5989136127252	-1.4652340415348	-1.2983835364996	-2.3673310807364	1.0653612590771	-1.655163878777	-2.086973814707
21336	 Cyp2b9 	NM_010000 	0	-23.408845754896	-28.338704979448	-2.0982295546564	-3.922672040875	-15.356420650049	-5.1640923476555	-25.013242871317	-54.550658817037	-15.44258498272	-28.281341110475	-18.288159467883	-42.593173562327	-10.552855709061	-1.4998126075671	-41.153805434031
21337	 Apob 	NM_009693 	0	1.1608772491931	-1.671040593291	-1.1988068062601	-4.121164973264	-1.0287925247748	-1.2629698992362	-7.8321861332364	-1.7468756855396	-1.4945312486943	-1.730258534199	-2.5740441994882	-1.2758364336526	-9.1068671252396	-3.8590375104286	-1.5785269465515
21411	 Mink1 	 	0	-2.7735819350376	-4.435340845924	-3.0306026594266	2.0029863976743	-2.473682746786	-1.5452366492416	-2.6487623826574	-2.9202363325536	-2.373061535566	-11.431941673757	-1.0440956827643	-1.5956476612325	1.1431367846356	-1.1640067533052	-2.1074632008715
21466	 BC014805 	NM_146232 	0	-91.293529990751	-69.524840307378	-13.075551030985	-38.359240526519	-51.915853710635	-2.0849133010444	-25.567602164323	-27.568935670074	-11.144484897053	-43.175760898504	-31.61185636755	-51.468320890613	-6.1103628415817	-58.288113558087	-130.2776752018
21501	 Syt10 	NM_018803 	0	-1.360679995794	-2.3721765041121	-2.6437537455	1.2639503078098	-1.7243562678893	-1.904758849589	-1.6402271639127	-2.6409428306834	-2.0567381321176	-11.515425766015	-1.1740386652444	-1.1970921971316	-1.5657737215274	-2.1373615874156	-1.938353576873
21803	 Fgf21 	NM_020013 	0	6.0393750433396	2.2775346868514	3.0743761333256	-1.4365640697857	-1.4897280666437	1.6202760031632	-1.1901554782674	-2.2750502838117	2.3429606786637	-4.9832996219017	-1.8335003618217	8.5751159273556	-2.5166858076175	-1.7528671414715	-1.090433536889
21804	 Mafb 	NM_010658 	0	-6.22346139638	-1.2922870729574	1.2369273715957	1.500576013388	1.2157481013576	1.856406156399	1.0177711591634	-1.4804713248976	-1.2203786465113	2.6906549044996	2.2330014238764	-2.2727883783283	1.6707674279862	1.569282024119	2.006092711262
22089	 A_52_P336748 	A_52_P336748 	0	-1.8696443437818	-3.3703654954813	-2.4822813252549	-1.0397013311304	-2.6524182046868	-3.0764297325643	-2.4328033210653	-3.4371778149277	-2.7166018993539	-15.802288995517	-1.2588555530649	-1.6173425039202	1.1140928832625	-1.8342604416324	-2.3273462495715
22175	 Cfd 	NM_013459 	0	-21.76857497621	-9.4772644678347	-6.9990967999642	-6.1681510431776	-4.2691459268486	-1.2754369660171	-1.8330866730197	-12.1927031397	-2.2188707236227	-15.657773268588	-5.3990083606533	-8.1561086027997	-1.8028641381372	-6.8405024062159	-12.347243131787
22547	 Fgl1 	 	0	-2.1837353276022	-3.1727364644817	-2.4137095013605	-1.2029636376887	-6.0675169746543	-1.6821665780851	-3.5386368844415	-1.1017950071238	-3.4280488339755	-1.5950966392183	-2.0109255865007	-2.2290663715241	-4.0542264249878	-1.6915272557058	-2.9625930521686
22754	 Cyp2a4 	NM_009997 	0	-7.8047860070192	-4.2052711138116	-2.1793952499213	-4.5139110840098	-2.8795922761659	-4.6970372025986	-3.2474090750149	-3.5252587563275	-3.039268017657	-3.1520347733879	-2.2574180849265	-5.2296906504504	-2.5147858034972	-2.2559995048929	-4.1082229085507
22904	 Acnat2 	NM_145368 	0	-6.1752849171045	-5.1579603579671	-4.3740425150437	-6.0905848797834	-2.7103913335473	-1.3365801285105	-2.8491676195788	-6.5174243670588	-3.7225025163484	-8.1374999704654	-4.3485252882723	-4.8461851224018	-1.8614741087803	-7.5746749358503	-5.8660262218773
23128	 A_51_P277048 	A_51_P277048 	0	-1.7956347438407	-5.7193806273327	-6.5166290486068	1.3526392956438	-3.8387603465522	-4.0896957482985	-4.0069599349253	-4.498678943016	-2.857912973988	-1.787779693357	-1.6927935672317	-5.5800873836234	-4.3124989267635	-1.0695864685897	-1.0321074193323
23371	 Cdk5r2 	NM_009872 	0	-2.6355059437569	-5.1663401907669	-3.1213753761682	-1.2869035532383	-3.9550319844587	-2.9906734827592	-3.1277065528757	-4.7494902448744	-3.7553809596176	-25.332030368749	-1.64955195947	-2.0753005444056	1.0682878769509	-2.4180874330465	-3.1587554191301
23589	 Prkrir 	NM_028410 	0	1.9831702552254	3.0899965889	3.2580969251913	-1.2443922566326	1.0356821708947	1.2445495725921	6.1637213944077	2.8705360144297	4.2243704887487	1.2812031566052	-1.1136922564418	3.0739797341743	1.4836210958348	1.0924319667976	1.0955005501617
23616	 A_52_P176983 	A_52_P176983 	0	-2.4300376364042	-4.4563264730947	-2.9416432351343	1.1789288619214	-2.3689560305834	-3.4685982448429	-2.755148424529	-3.6765882931411	-2.5981068024867	-8.5678134128907	-1.3404943875608	-1.6719104027631	1.1346392426397	-1.4270165173798	-1.8857104161487
23794	 A_51_P299527 	A_51_P299527 	0	-15.573993890809	-14.784614328413	-5.8760570005249	-9.4623062501362	-18.191562380371	-1.9335392834518	-7.7343175669019	-18.122161649979	-4.5635624709848	-34.655326911496	-17.541632167622	-10.807618349485	-2.2035859770892	-19.791558756426	-23.622725314532
24285	 Slc4a7 	NM_001033270 	0	-2.776348628877	-5.0548584656883	-3.4872493339788	1.2635632901065	-2.3506393390575	-3.4945961973701	-2.562418139138	-3.3097866507284	-2.315485149683	-6.4445559726102	-1.2687498385711	-1.5693073181607	1.1127461491341	-1.3882414263802	-1.7427496331931
24388	 A_52_P348256 	A_52_P348256 	0	-1.4561831453975	-2.0444194309269	-6.0136617954046	-1.4272235394936	-2.2463684972044	-2.0713476693127	-1.2130916126106	1.0379379707961	-1.2170953411051	-1.3888137256908	-1.417721742993	-1.7968796903533	-1.8715050356234	-1.0466813840266	-1.1562336378999
24425	 A_52_P123693 	A_52_P123693 	0	-1.6862190833143	-1.7931556956246	-2.3851077303685	-1.0142953161754	-3.0986676632287	-2.6909461069646	-3.1544235035703	-3.8316779519749	-3.0249764643558	-6.1083090207879	-1.5241299594981	-1.6615828462244	-1.1382254711494	-1.5332818683311	-1.8108438396125
24454	 Cyp3a16 	NM_007820 	0	1.0032312461016	-1.0809898098114	-1.308982980933	-1.4072297244319	-1.6613150522942	-1.5366041437053	-1.4841882874204	-14.104250087817	-1.8713714521035	-1.8316015399658	-1.2367302966645	-1.0970464085493	-1.6968638595612	1.2154847097925	-1.4011544163302
24757	 Ccrn4l 	NM_009834 	0	-8.2856579364437	-1.7345666816204	1.8017063118663	-1.5424319050867	1.3312542277438	2.1829460371606	1.3593052679551	-2.3265586226982	-1.5291426444422	1.1873706236922	1.4669590813123	-4.961991317412	-1.0206486136462	-1.9748494801627	2.2883581674266
25432	 Fgf21 	NM_020013 	0	8.8905985425464	4.2915778982918	2.945988179877	-1.590178949323	1.4721497854336	1.0235826125967	1.1824906079605	1.2384030130956	1.7825265204079	-2.6472563577732	-1.5262441066613	11.823607382363	-1.0502650171803	-1.3116259487114	1.4060798999433
25563	 Fhit 	NM_010210 	0	1.4989909125541	1.4888501876436	-1.3270980162832	1.4149431793221	1.3224766111569	-1.0027646371326	2.0448478537334	10.849756713193	8.1765105227786	1.2723570484456	1.8524990758654	2.0708707787923	4.1745339753123	1.5148233818714	1.5723853904722
25608	 Sts 	NM_009293 	0	-1.0160349096432	-1.4064878990718	-1.609500070334	-1.1917262346369	-2.0331433484103	-1.94462112808	-1.9614805227569	-3.0145812943624	-2.2955407146759	-8.2332442591259	-1.4738083067998	-1.2592646150809	1.1835268092081	-1.9559826581957	-1.8688523887638
25717	 Arl4d 	 	0	-3.089064667068	-5.2744599622059	-3.301870225179	1.029117823737	-3.5809561255607	-2.0583868560583	-3.1168507023535	-3.807404334615	-3.1051529713768	-12.528526617401	-1.419946560253	-1.7951386601651	1.0166142430582	-1.7683735075203	-2.1656735878947
25944	 Jsrp1 	NM_028001 	0	-2.7407410211165	-5.7645710983457	-6.4127306663156	-1.4449439468434	-3.398403951169	-2.8947829099551	-3.4512625587645	-4.5969946678143	-2.8267083383037	-1.4374508367176	-1.0149140857061	-4.6954908653118	-3.073668313554	-1.3986337375787	1
26340	 Krt23 	NM_033373 	0	-1.1511451816243	1.3775868864964	4.2971449161436	2.2798170642803	11.154240391795	5.862096994279	10.612067408888	-2.025778697935	1.696434124909	-1.0379444236555	3.5917491693772	2.1182684608471	1.6378570710074	2.1488841372923	2.3275338190769
26864	 Pde4dip 	NM_178080 	0	1.6166834780578	-1.3837320494144	-1.6176367321105	1.1828304603873	-1.2323061048975	-1.3171098571754	-1.9367028872318	-1.0101661232531	-1.4936092687168	-1.6579254567193	-1.2450388405363	-6.5747160321378	-1.3284432302995	1.1296307345957	1.3646082733707
27273	 Cyp2c40 	NM_010004 	0	-1.9827045352547	-1.6977119280508	-1.5479074839172	-3.2804241466156	-6.1468695989575	-1.8196589589317	-3.651354504561	-1.6025367584275	-1.4104704762449	-2.778542218182	-2.0195564642436	-1.8819149832723	-2.3808552927753	-2.3743951691415	-2.1031972246031
27466	 Apob 	NM_009693 	0	1.0973323938534	-1.729947804838	-1.2334296952294	-3.1610255050346	-1.1274780611939	-1.2387908816744	-8.6052600659951	-1.9123263093497	-1.5714443288922	-1.7097751471552	-2.3863272468326	-1.1209710584471	-6.9831279568105	-2.961119948048	-1.2642821316165
27478	 Cyp4a10 	NM_010011 	0	-3.7660232772424	-2.795908793472	-4.9956154490309	-2.0675118147606	2.7281233329168	1.8222543683392	2.1205767720052	-15.142235629819	-7.5945317137141	-12.608690952339	-2.4702391475843	-2.3881301962507	-2.2792554398805	-2.8202785218728	-3.323946308219
27939	 Gm16430 	NM_001166601 	0	1	-4.5666318360681	-6.4477174843329	1	-1.2841684624815	-1.3556232227824	-1.5513436058355	-1.2036053236661	-1.6487469304172	1	1	-1.53444031366	-1.2497656964886	1	1
28116	 A_51_P422223 	A_51_P422223 	0	-2.2112202351763	-4.0140612958358	-2.5723733404792	-1.0206798238535	-2.9064643475083	-1.5109253229867	-2.3855416309984	-3.2907508337346	-2.5531186614256	-11.319571837869	-1.3419520558589	-1.6591742540209	1.1754595804638	-1.8676521838529	-2.1433840767268
28351	 Cyp4a14 	NM_007822 	0	-10.865507101898	-3.8011236730251	-4.3283562635305	-6.1040066768663	1.7482438131792	1.0476021956889	1.7261399339514	-101.6904103873	-29.979887581565	-37.611443357071	-2.4415015256333	-4.0729773972421	-5.3177265362062	-10.026283951959	-6.437807700206
28756	 Anubl1 	NM_001081317 	0	-1.2248719802919	1.3937503838486	3.9897253483763	-1.0116920563638	1.5966840979845	1.6285196379822	7.7321451832754	2.6349355686763	3.1434314936797	1.7781361034254	2.1257833443265	1.8661261556716	1.5376270127589	1.4886959264446	1.3782658641271
28764	 Cyfip2 	NM_133769 	0	1.9994520797838	1.6733816412103	1.2588013499999	-1.5849953775954	2.3108566201666	-1.2992568045039	-1.1841821217162	13.507656251627	7.8206887129697	-1.0148261042543	-1.7087715316197	-1.0182856415662	1.0620630508337	-1.1212152600589	1.0282849985194
28770	 A_52_P292251 	A_52_P292251 	0	-1.2281216855928	-2.4209565776907	-1.9901646138839	-1.2334683208791	-2.522771987476	-1.9966870443868	-2.1237627540594	-3.0323407345423	-2.5778105692346	-17.107635953583	-1.4155525615701	-1.5532987759206	1.0693281506144	-2.5791880028541	-2.5297872533644
28820	 A_52_P327146 	A_52_P327146 	0	-6.2793110981815	-2.7207397393209	-1.357888155189	1.2977379351281	1.0835623340077	1.2646256901161	-3.9077700496125	-2.1761558747681	-1.7028210099409	1.0108257809489	-2.2002751811726	-5.3204700156586	1.2407020505455	1.4823440005415	-1.4581358911681
28907	 Malat1 	NR_002847 	0	-2.6623245688522	-2.2071101094006	-1.1446172851216	-1.5460267357902	1.06387082695	1.2671732605185	-6.7912231342934	-1.0177666127745	-1.1031884340497	1.3746337420883	-1.5893553201677	-2.7514333687595	-1.0632174602129	-1.1127120724931	-1.2689455877693
28925	 Dido1 	NM_177852 	0	-8.1624963484784	-2.5266727701241	-1.9081521455482	-1.3871550267307	-2.2652388427503	1.4359853194708	-3.6150557566198	-2.2412019930298	-1.9601802089187	-1.5256397655506	-2.9966774514175	-2.8703245133118	1.0980689216543	-1.58248280594	-2.2416613297828
29221	 Cyp26a1 	NM_007811 	0	-4.6712057840269	-5.6708217970844	-8.8760553137043	-6.2652297286514	-8.0811468722432	-1.3797201279042	-1.1418682567545	-3.6667559045728	-4.7600882014553	-8.5325727534067	-8.3539909413088	-9.2640950012441	-1.2436317469095	-6.7022249472456	-2.8554989184023
30210	 Tmem86b 	NM_023440 	0	2.3602825740184	2.11740044492	2.657896100594	1.1465655798003	1.7353656630553	2.3692997030489	1.9905037495055	4.4039562912574	6.8024913780945	1.3308588593935	1.7422842071516	3.1916039948735	5.9253362410939	1.3490653878463	1.1641356792478
30425	 Mbip 	NM_145442 	0	-1.491533458418	-1.4969834534535	1.1609828382314	2.8237939278101	-1.2597547367413	-1.1906696947889	1.0509670494976	-1.2323361826551	1.1679902030877	1.1027904588242	-1.4234853437621	-49.09870075307	-1.5909700348595	-1.0136203941164	-1.1223285222935
30426	 4930592I03Rik 	 	0	-1.7748228033489	-1.5530555859827	-1.9703074523982	10.485279217737	-2.1726611565976	-1.5601810548671	-1.4097399266376	-2.3080382399268	-1.4889838936126	-1.1368668420489	1	-8.0780586127906	-1.1995371424504	1.2949917450277	1
30591	 Rabl2a 	NM_026817 	0	1.1944242166021	1.6143436881032	1.6120666741114	-7.8102871270892	1.7583041453975	-1.0201076395654	1.5370004689282	2.3503957870562	1.0530231040277	1.2983416822341	1.2992209052077	1.6806527869391	1.2688959172032	1.3621313860406	-1.2448611111347
30718	 A_52_P55258 	A_52_P55258 	0	-4.6174159627675	-7.5222367845668	-3.0820380777014	-5.4228051521796	-4.3440318420434	-1.2399315193235	-1.6448867414412	-5.6742961692103	-2.863386677613	-4.6181815297338	-5.3215236917862	-4.1211554839419	-1.5715926896509	-7.8838980572759	-7.1550389124689
30761	 Snx27 	NM_029721 	0	2.0971476108332	6.2623451479862	1.5752808735376	-14.071811212784	1.4361010508778	-1.2389611829379	2.067078643553	2.1216952299944	1	1.252955941832	-1.0153301905567	2.8863434025905	-1.7605039345015	1.3310979052894	1.1207444580298
31017	 Mgat5 	 	0	-3.5453245663094	-1.9740902339005	1.3629345471303	10.608402763553	-1.3951085489699	-1.1168629906133	-1.5098298245755	-1.1013204410043	1.0521505825989	-1.1366200166587	-1.6948099304074	-2.2332328112746	-1.1468948431512	-1.3335429261625	-2.1732565638927
31063	 Afp 	NM_007423 	0	1.0838732549194	1.2763888449367	6.0911739200435	1.9129472746083	2.542318747297	2.6104717636766	5.5718703190101	3.392360517776	3.3928448466696	3.0854818779248	2.8668832021902	2.3875748746543	2.7303291135383	2.7399459769867	1.9384071363015
31186	 A_52_P699435 	A_52_P699435 	0	1	-1.9794521141738	-2.1092108659241	-6.061931157758	1.3695629538701	-1.3183386968585	-1.4468349796156	-1.9863373092326	-1.4883977334461	2.3168931203994	1	-2.2848884377154	-1.8581039219243	-1.5567791269101	1
31271	 Rftn1 	NM_181397 	0	1.4405223472246	1.8944798918428	1.1158504682261	-15.219486509037	-1.1922230113924	-1.2932902396414	1.0388247783529	-1.0813410747916	-1.0263859537013	-1.3736054332707	-1.1651643815252	1.1991745418938	-1.3419891358768	1.2689572752439	-1.174546459262
31439	 A_52_P90393 	A_52_P90393 	0	-30.445982961583	-22.960957779446	-5.0825656851101	-1.0182559582318	-16.163298743626	-1.3244391198802	-3.799443581578	-15.253868566081	-4.2842321900096	-7.5280760887661	-4.0834759301087	-1.2118623693306	-1.4793979071982	1.9469419374766	-2.1508691970115
31480	 9330182L06Rik 	NM_172706 	0	-1.1368979934942	-2.3925168218733	-7.0023046220186	1	-1.7579843315379	-1.4223451623824	-1.850090614594	-1.8405388968503	-1.9670255451339	2.5762618356986	1	-1.8886044123746	-1.2927692102288	-1.9122646642265	1
31700	 A_52_P511177 	A_52_P511177 	0	-2.0537992929055	-4.9650657039914	-6.2854735041461	-2.1230635785168	-2.5766296498027	-3.4443953955754	-3.5762428291905	-3.7715945543001	-2.3780665272831	-2.4841624911522	-1.2854228033211	-5.6833185639723	-4.777228339902	-1.7830642803966	-1.5709740093303
32759	 Srrm4 	NM_026886 	0	-6.0280382583152	-8.2913643518772	-5.1458959437196	1.8636613560836	-3.140790726791	-2.3321205722868	-3.5080356646764	-4.8639152602846	-3.0369525048203	-6.5879455344192	-1.5540679358538	-2.5919224299733	-2.197075595044	-1.6643551339696	-2.1408931864849
32907	 Tcfap2e 	NM_198960 	0	-2.0038905628245	-3.5287833855392	-2.5877719437678	-1.3262945957187	-3.2118111392788	-4.4649952375711	-2.6049776408651	-3.8699646678607	-3.240895292612	-15.890955079691	-1.5197459685523	-1.8627732813009	1.0236158452297	-2.2394274638603	-2.8897614952611
32993	 D10Bwg1070e 	 	0	-4.3816027450105	-2.2662874823405	-2.615754613664	-1.009868114418	-1.2361503609277	1.8301766071117	-7.1588291858006	-2.1682582124985	-2.0854222363212	-1.2696002521494	-2.7560367226148	-3.4508572944487	1.5504329875321	-1.0851065874545	-2.3734604539484
33058	 1810011O10Rik 	 	0	-6.6366665855564	-4.2195195168565	-1.8909976973105	-1.2470457884642	-2.8159374262789	-1.2272665573971	-1.3778660517493	-3.7775741686074	-2.1188538409223	1.4671651414683	1.9501858455319	-2.2522883995739	-1.4891827605945	1.0552726925952	-1.3236769308334
33339	 Cabyr 	NM_027687 	0	-1.2532456330985	1.8064086324975	-1.4411626560699	1.5667835386435	2.5928416837267	-1.2022738469292	1.1565949720325	1.2606426614146	-1.0929487557631	4.3089058022118	1.8478512157	-1.0612849363719	1.0953048229494	1.5874753851697	10.447202192208
33844	 Car3 	 	0	-1.1352661793377	-1.0319356115878	-1.3980026672464	-1.5909150856502	-1.0608366123491	1.3160245773556	-3.546704451317	-1.1135204568246	-2.0550765327547	-1.2137062825497	-1.8618899168599	-1.4089902893619	-1.2050595255338	-6.5329449708564	-1.8157999508213
34125	 Moxd1 	NM_021509 	0	-8.6407213493894	-5.8356065086574	-2.374072623483	-5.3547968593794	-9.7709772025847	1.090833080896	-3.6035869043716	7.9225137206804	-1.4810816457701	-7.9405941599395	-5.2518220226829	-4.286284561758	1.0799123304991	-13.093628056608	-12.077025964643
34474	 Cyp1a1 	NM_009992 	0	-1.3356817744227	1.1146622673761	2.0393510930272	1.460501475284	2.8907464434958	1.3721449765731	6.0059816365782	228.8495169152	73.737770101315	2.5037386871655	1.5501759685581	1.0608945051265	104.27975448505	2.4811270295968	1.7134561711518
34511	 Khdc1c 	NM_001033904 	0	-2.2707169405636	-3.5222323374736	-4.7502558339526	1.4885313987826	-2.4460425076908	-2.9539354446402	-2.7356466437514	-3.1503659148313	-2.171600835131	-2.0524188751131	1	-6.5424588538359	-3.7387721587522	-1.0694803265793	1.2177866253624
34521	 Chd6 	NM_173368 	0	-1.0475286263797	-4.7008024450304	-6.107985536624	1.0674044277784	-2.3010603019096	-2.5316694444884	-3.4233003145965	-3.626819983552	-2.2471186283416	1.2804157275115	-1.3778628790991	-4.8243410271781	-2.7011394138649	-1.4785159023768	-1.6157010231596
34785	 Wasf1 	NM_031877 	0	1.3243994752345	1.611610172514	2.305403775196	1.1442860408185	1.3264472998171	1.0671454081949	2.1425008357227	4.8376896073096	7.8647695202853	-1.0280437567952	-1.015055876913	2.3611468577044	1.7481834320198	-1.0428429271965	1.243814455963
34835	 Cyp3a41a 	NM_017396 	0	-1.6376986838446	-1.2575498217606	-1.1620352434434	-1.4457326862514	-1.6720374482168	-3.3401348440607	-1.7643713619609	-14.022324074076	-1.4797419976041	-1.8285801457484	-1.438298408833	-1.2015396311811	-1.8131344095791	-1.090327334544	-1.4011479637905
34984	 A_51_P281078 	A_51_P281078 	0	-8.394522548428	-9.8863959509074	-10.191544380193	-8.0521341184641	-11.423521410363	-1.4263332290114	-1.5604217675602	-4.9429247624359	-4.6127933611832	-8.5343215133469	-9.4676457585946	-11.651182367286	-1.1482667783491	-6.9024139317795	-4.031057564221
35041	 Glb1l 	NM_029010 	0	1.5687292704656	1.9370195321613	1.654927603991	2.6983171893412	-1.0198518076464	-1.0748832616586	7.3501465788044	1.0899229564866	1.8925614952971	1.8261607324407	-1.3720944258151	2.1212848974385	4.557881187217	5.0404696025941	1.9955977242295
35054	 Hamp 	NM_032541 	0	1.0096978232733	-1.0865639702107	1.9847280153364	-2.024319226714	1.2679700633026	-1.0715883908673	1.0816329280872	-1.1708093984711	1.3274922673712	1.6001326983017	-4.1637821591094	1.1009631928994	-7.3390525939316	-3.2596652300178	-1.7792828797746
35095	 Pitpnc1 	 	0	-9.3826604524754	-2.6870144379245	-2.2309559743092	-1.649335474353	-2.581166381578	-1.1989326850419	-5.2970247237431	-4.2200344858237	-2.1176296055707	-2.3103033082431	-5.0196796283769	-4.3952441038105	-1.3673824451435	-1.4078746851567	-4.9159108685724
35102	 Cyp4a10 	NM_010011 	0	-1.5674980166798	-1.0666589948485	-2.0785668659624	-2.2086047405442	2.4361722953448	7.1587632508507	4.40743585118	-4.9532813850489	-1.9831656888124	-5.6459106384473	-1.5889747646448	-1.2693284085336	1.0487993269967	-2.7200006010369	-3.0874149302049
