,,,,TE A1 Corn Oil 10 ml/kg 48hrs,TE A3 Corn Oil 10ml/kg 48hrs,TE B1 TCDD 10ug/kg 48hrs,TE B2 TCDD 10ug/kg 48hrs,TE A2 Corn Oil 10 ml/kg 48hrs    ,TE B3 TCDD 10ug/kg 48hrs
20223,A_51_P517720,A_51_P517720,0,1.1648135123351,-3.2557121479503,-1.036768515242,-1.4916364934578,-1.369301235455,-1.2205911029439
20239,A_52_P381784,A_52_P381784,0,-2.2906250194032,-3.1042236262143,-1.63637561843,-1.0486747229949,-1.7427456203684,-1.0310515987524
20240,Sult1c2,NM_026935,0,-2.8941564222633,-1.8251644452649,-3.469269196107,-1.9771790496797,-1.3670172662409,1.0587872430464
20271,Sult3a1,,0,-934.56604924613,-470.72796539759,-603.80958107443,-39.664318794686,-215.3624583408,-5.7653808335553
20279,A_52_P1101014,A_52_P1101014,0,-2.227019398593,-3.790076709605,-2.5249221952411,-2.2407169530433,-4.3477543672042,-3.5551096484701
20284,A_51_P182362,A_51_P182362,0,-4.8206433292253,-5.6329254043153,-6.8323326034425,-2.442761125807,-4.0185280118516,-1.5123071310117
20317,AW556556,,0,-3.3559076412723,-3.1515340230167,-2.555277082963,-2.1658581017201,-4.1600159905465,-1.4524292953354
20337,Sh2d2a,NM_021309,0,-5.2562619439195,-4.3674706988094,-3.9689625404272,-2.2801740563772,-1.7328780474498,-1.3674548628931
20429,9930017N22Rik,,0,-3.6849024897154,-2.2471548479064,-1.7595110556075,1.5859007335773,-1.8163017442113,-1.0922179257345
20434,Xbp1,NM_013842,0,2.9300160545018,3.5789200769254,1.9984808910221,1.441803249531,1.9703255996841,1.3883916720787
20445,Olfr114,NM_146287,0,-1.4259523064647,-1.472688854381,10.243302540799,6.8627313778821,-1.1354449942322,6.7809883774342
20490,Dhrs11,NM_177564,0,3.5041121707865,2.8222468696132,1.7079926599941,1.57154926554,2.436761363423,1.5500331986499
20496,Casp7,NM_007611,0,1.0630216263565,1.1944068900684,1.2683817950005,1.2249066713583,1.2504398336759,3.1265400771495
20507,Gbp3,NM_018734,0,-3.2048078815011,-4.3061782197469,-2.491024505858,-2.9438250734808,-2.9448962567431,-1.147186691216
20518,Rarb,NM_011243,0,-2.4573046359904,-2.0023638681419,-3.0581867335368,-1.543575938135,-1.5950746022961,1.0161677321272
20554,Tmx4,NM_029148,0,1.4183551829023,1.767103552638,3.0524039015969,3.8340784955835,1.8249753382224,-1.049496271447
20609,Crat,NM_007760,0,1.4511489769655,-1.0373762478394,-3.217903380473,-1.5089609467709,-1.2989756198963,-1.0837307592233
20619,Ppp1r3g,NM_029628,0,-2.9195371106426,1.0545959520323,-11.934933403447,-3.5622385565332,-1.7355374921272,1.0564206941938
20639,Phf2,NM_011078,0,2.3240635533197,2.6626433598379,-1.0449114785234,4.5711134485929,2.3471724554807,1.3588515058824
20658,D330038O06Rik,NM_177899,0,-3.0683436616744,-2.5913435867891,-3.2246902166019,-2.8227212973257,-1.0395639245659,1.2605526797791
20687,Slc23a1,NM_011397,0,1.4443385403429,1.8254628540042,3.1533124100323,4.2727157345848,1.5360452158191,2.3616960324575
20710,Atg4d,,0,-2.3590926634874,-3.0647284504657,-2.121597524568,-1.8292876400938,-3.1315763170714,-4.1987208332611
20741,Jag1,NM_013822,0,-1.289181308011,-1.4012286226724,-1.255297893381,3.3125237443314,-1.2360931507896,1.1989106000891
20752,Fgf2,NM_008006,0,-1.145922376486,-2.9694293718377,-2.3903637825555,-1.7896413266755,-3.3586442074985,-1.7443273888787
20772,Zcchc14,NM_080855,0,2.8765372345227,3.4967936111463,1.4204697842737,1.7418148947272,2.8224613270587,1.2732978331134
20782,Kif22,NM_145588,0,-2.1062309974468,-3.3336039342896,-1.559635098068,-1.2355544807066,-1.153567468219,1.7182486050428
20802,Mup6,NM_001081285,0,-2.1285261986722,-3.232585347115,-1.369361142485,-1.5922270581371,-2.5741331053606,-2.8162616417189
20842,Syt6,NM_018800,0,-1.7870059560433,-3.8110179998781,-2.1540957308037,-2.1057460756679,-3.1424472772764,-1.8896614354492
20853,Klf10,NM_013692,0,-1.0877710592795,2.4140874594124,-3.4804387877045,-2.3374912831535,2.2322662852743,1.0835885317664
20860,Rarb,NM_011243,0,-2.6199258503081,-2.0356307375674,-3.2178515144165,-1.5998969114069,-1.5555285983139,1.0416859343002
20905,5830433M19Rik,NM_026368,0,1.6318866890934,1.9351783648455,1.7911048092437,3.3490759767039,2.0678403237664,-1.3184692335631
20910,Rpl21,NM_019647,0,-2.2179308412275,-3.2090094793896,-3.3843478943304,-2.9613995087006,-1.5092632595057,1.0103701334772
20916,Gm3190,XM_001475955,0,-1.9815087753508,-3.0938909349823,-2.2590664198514,-2.0491606144508,-3.1231295536057,-2.2539122294803
20968,Adamdec1,NM_021475,0,-9.6617990363771,-3.0270597958805,-1.1825181084112,-1.5989136127252,-2.3673310807364,1.0653612590771
21061,Zfp655,NM_028298,0,1.1024890887958,1.80338727128,1.4433810526854,3.196870175611,1.8584975803188,1.5850026767857
21113,Cyp2s1,NM_028775,0,-2.6459217725617,-1.5794904340177,-1.0408915909118,3.1311581231821,1.113358938077,1.0400961768161
21134,Zfp423,NM_033327,0,-2.0543290145426,-3.2300109899592,-2.4948819443078,-1.9270323259385,-3.3728031903673,-2.1121463157548
21170,Sod3,NM_011435,0,5.8101721456819,2.4618466672485,1.791587402281,-1.1312690354786,4.3421817730678,1.2343826249183
21195,Kras,NM_021284,0,1.5226637197545,1.9874856424197,1.7445683932609,3.5479459900666,2.7045000885647,1.7739525538208
21207,Fgf8,NM_010205,0,-1.5770374257879,-2.286572626135,-2.0417473472419,-1.7254643868843,-3.4236392763084,-2.5509503155017
21281,Stmn4,NM_019675,0,1.2550617674431,-1.0864789087363,-1.5016751706115,-1.0045812083341,-2.4189561739885,-3.1496260951826
21290,Slc25a30,,0,3.2996889317387,2.2732594231121,-1.5381298483792,1.7430104866195,2.0648998845895,-1.5628093468899
21336,Cyp2b9,NM_010000,0,-23.408845754896,-28.338704979448,-54.550658817037,-15.44258498272,-42.593173562327,-10.552855709061
21337,Apob,NM_009693,0,1.1608772491931,-1.671040593291,-1.7468756855396,-1.4945312486943,-1.2758364336526,-9.1068671252396
21376,Secisbp2,NM_029279,0,-1.0463527016937,1.0876954204095,2.0127044184749,3.1530437729803,1.2761273012772,1.1370990586475
21401,Itga10,NM_001081053,0,1.0639016930269,-3.0239040035934,-2.5074483735945,-2.3178162321828,-3.8354647879871,-3.5818137556885
21411,Mink1,,0,-2.7735819350376,-4.435340845924,-2.9202363325536,-2.373061535566,-1.5956476612325,1.1431367846356
21412,Pion,,0,1.5317257027809,2.3222501521233,4.5872245513254,2.7019294189944,2.7030370591554,2.2878629219208
21466,BC014805,NM_146232,0,-91.293529990751,-69.524840307378,-27.568935670074,-11.144484897053,-51.468320890613,-6.1103628415817
21540,A_52_P127842,A_52_P127842,0,-2.0394825790897,-4.8631313529477,-3.5344187300249,-2.6985470840168,-5.0637120338749,-4.0492165198563
21587,Emr1,NM_010130,0,-1.5708799623108,-1.2541800839157,-1.3985628889629,-1.2871050669497,-3.4466406038386,1.1372339074108
21612,Oaz3,NM_016901,0,2.5219995224396,1.3666490380352,1.0229285029773,-1.1195012942472,-1.6670667903209,-3.0503593165238
21618,Polr3b,NM_027423,0,-1.2635749280081,-4.0782326758591,-2.3145416484804,-2.6183759301797,-4.0764394889511,-3.4336735257796
21691,Cyb5rl,NM_175471,0,-1.1545419034139,-1.2736438415573,2.0642581123033,1.9658664004166,1.1547537998053,3.3801735573437
21761,Prosc,NM_001039077,0,-3.5874759640864,-1.9435109864844,-1.6686106071017,-1.029190573991,-1.6261028088722,1.1664257538698
21776,Chmp4b,NM_029362,0,-2.2487594427482,-3.3115399600016,-1.5246283813047,-1.8926137894262,-1.5769248606566,-1.6087886735117
21794,C230091D08Rik,,0,1.1061033305066,1.2919449241501,1.2489564638729,3.1947950289082,2.0337426668773,1.5870258472809
21803,Fgf21,NM_020013,0,6.0393750433396,2.2775346868514,-2.2750502838117,2.3429606786637,8.5751159273556,-2.5166858076175
21804,Mafb,NM_010658,0,-6.22346139638,-1.2922870729574,-1.4804713248976,-1.2203786465113,-2.2727883783283,1.6707674279862
21859,Hspa2,NM_008301,0,-1.7065302853717,-3.1399230141266,-1.9634280900687,-2.062006357738,-4.5630265949131,-3.6516571890663
21898,Lrrk1,,0,-3.8730044858365,-2.4965139664117,-1.6936006044028,-1.1645541838556,-2.4440101207152,1.2189331830021
21906,Etnk1,NM_029250,0,2.114282426317,2.3897474122433,2.7507935668035,3.4398143189173,2.0361604615474,1.5402137636058
21923,Fbxo28,NM_175127,0,1.420780539753,1.8624130238469,1.4272235394936,3.0358478368088,2.0609051286389,1.7171925672593
21932,Gpr171,NM_173398,0,1.0946452578989,-1.0021144673283,1.1919795374661,-1.0637794588128,-3.7499286113798,-1.6495823456199
21976,Ngp,NM_008694,0,1.7142099042029,-2.867622636695,-1.7479701019583,-1.9887170631932,-3.861873109866,-2.9566369492353
22015,A_52_P1173329,A_52_P1173329,0,-5.7393009722895,-1.6171525875658,-2.8360377018918,-2.2258351682797,-2.3922138475121,-1.3976872388665
22089,A_52_P336748,A_52_P336748,0,-1.8696443437818,-3.3703654954813,-3.4371778149277,-2.7166018993539,-1.6173425039202,1.1140928832625
22113,Lrrc57,NM_025657,0,1.9111333888916,2.15564380329,2.17564984442,4.2498441115994,2.5120946581008,1.5860066355834
22164,Arntl,NM_007489,0,3.5401853455184,-1.4443119348888,1.3257327960031,-1.0897046396439,-1.1011814833266,-2.2899289098057
22278,Tjp1,NM_009386,0,1.5262933077513,1.8000849462428,1.4131654142882,3.0307003560884,1.5424532147181,1.3241311426822
22308,Serbp1,NM_025814,0,-2.6422992409132,-3.0667332365379,-1.1378981726768,-1.3061408127819,-1.5487167662337,1.7675633988713
22314,Ak3l1,NM_009647,0,1.9927233053315,3.3326599314481,-1.0707939284205,1.1514617079357,1.8435970307945,2.2962596794274
22377,3110082D06Rik,,0,-1.8095933849447,-3.5906824580653,-2.9177830697962,-2.2916220901998,-3.471634535192,-2.2974602178136
22454,Mt1,NM_013602,0,-1.5584217472145,-2.1591757800551,-3.6784596795328,-2.9327902242198,-2.375942904242,-1.9486372489541
22472,Gpr135,NM_181752,0,1.4099769079222,-1.7836227372164,-2.3596685269908,-3.1666349445657,-2.875080439751,-2.8299059351281
22506,Fem1c,,0,2.0403327471141,1.8830940017184,2.326178299744,3.102215761183,1.8770247536201,-1.8670244268783
22522,Fasn,NM_007988,0,-2.1475683753148,-1.0272834701287,-4.5542304216623,-2.0898350079345,-1.8459120293239,-1.6621262179486
22547,Fgl1,,0,-2.1837353276022,-3.1727364644817,-1.1017950071238,-3.4280488339755,-2.2290663715241,-4.0542264249878
22572,Tgfa,NM_031199,0,2.983891312362,3.0146923576875,2.2950491992663,1.6375968716139,1.9669983698595,1.0061006278071
22574,B130040O20Rik,,0,-4.6682918582411,-2.7347838087431,-2.3502226098747,-1.421493898822,-1.9787184352097,-1.057354699779
22575,Btla,NM_001037719,0,1.0322683219493,-2.4832360246833,-2.6177911792461,-1.8614183889813,-3.212010823134,-1.9459514466286
22585,Afp,NM_007423,0,1.0840804186779,1.1625932577095,3.4650379860599,3.4739054980771,2.5642183278617,2.5945497343165
22605,Ptprc,NM_011210,0,-3.0258124117265,-3.227096854265,-1.7813120263112,-2.2673209452217,-1.8116028698546,-1.0560831173436
22608,A_52_P932002,A_52_P932002,0,1.0475327268281,-1.4296936886586,-1.6604239919526,-1.7871170572952,-4.9819343468588,-2.3939606084063
22639,Rbmx,NM_011252,0,1.4563239776026,2.0307992764567,2.8104638274219,3.8448553008877,2.6459217725617,1.1530015735629
22641,Lta,NM_010735,0,-1.6379136415634,-3.1610982911746,-2.5816181161005,-2.229379483028,-3.5940076732671,-3.1652790259096
22690,C9,NM_013485,0,3.2560045266941,2.9919890515417,2.7414731704633,1.8464434019812,2.1739822807195,2.3840919427371
22696,A_51_P399132,A_51_P399132,0,-2.0554787911485,-3.257586826039,-3.5302381183115,-3.2291186282306,-1.9934392266409,-1.3328890495614
22705,Arsb,NM_009712,0,3.2157553437854,2.5149595247464,1.7211550680538,1.1063954981771,2.0986789185129,-1.0759804983137
22712,Vcl,NM_009502,0,3.1672985357102,4.1044030342719,1.7546439367184,2.3742967607363,2.0665979773758,1.42761137601
22754,Cyp2a4,NM_009997,0,-7.8047860070192,-4.2052711138116,-3.5252587563275,-3.039268017657,-5.2296906504504,-2.5147858034972
22773,A_51_P500474,A_51_P500474,0,-3.9231327145178,-2.0248693191805,-2.0137010661386,1.1639614583907,-1.7199388244392,-1.5729032145353
22777,Cryaa,NM_013501,0,-1.1645742951676,-2.9191405111076,-2.8989117862813,-1.9251119948932,-3.037260205436,-3.3871856440214
22904,Acnat2,NM_145368,0,-6.1752849171045,-5.1579603579671,-6.5174243670588,-3.7225025163484,-4.8461851224018,-1.8614741087803
22937,Nek2,NM_010892,0,3.035414469269,2.2896916480703,2.4371260959921,2.1194491431679,2.317453346694,1.0445032604923
23008,Tmsb4x,NM_021278,0,-2.3447578580676,-3.5722595011562,-1.2788747123777,-2.7060822959652,-1.8230349720945,-1.4697991774581
23039,Grik4,NM_175481,0,1.1890042309118,-1.2457210409621,-1.208062768681,-1.28405314828,-3.3457308433449,-2.1651749805292
23048,Cd320,NM_019421,0,2.0934712450468,1.9336327806256,1.7056699568753,3.4467913946193,2.4924646067395,1.649924228378
23050,Gvin1,NM_029000,0,-2.0227723105305,-3.5171913791081,-1.2479882602968,-1.923800352611,-1.3514811727633,1.2642151776941
23053,Fabp7,NM_021272,0,-4.0025337256067,-4.431665779425,-1.4060054366869,-2.2664544747254,-2.0794381145356,1.0258380412215
23073,Trp53,NM_011640,0,3.4076030634101,2.2030279139021,2.4377490732154,1.1082080486186,1.0614701849124,-1.9395500900605
23079,A_52_P71146,A_52_P71146,0,-3.4263679575101,-2.8405013498712,-1.6104231316308,-1.4617092658962,-2.781589254728,-1.450220366675
23117,Mybph,NM_016749,0,-1.65811252548,-3.1777227266365,-2.754437992206,-2.332716708039,-3.8592685471627,-2.3265479085245
23121,Parvb,NM_133167,0,1.5817505713342,-1.5130838645477,-1.5684078235994,-1.7072731094902,-3.4217478260009,-1.5088428180216
23128,A_51_P277048,A_51_P277048,0,-1.7956347438407,-5.7193806273327,-4.498678943016,-2.857912973988,-5.5800873836234,-4.3124989267635
23228,Nefh,NM_010904,0,-2.1072157321213,-5.5328131016456,-3.7998110381163,-2.8244181912808,-4.2333190410576,-2.6340013911572
23234,Aatk,NM_007377,0,-3.9116591079108,-2.7066867689887,-2.3243150805722,-1.2303534744043,-2.6081285909145,-1.4356348755303
23242,A_51_P327001,A_51_P327001,0,-1.0632583450818,-1.0481458038089,2.0750138508443,3.133834086227,1.9029614917028,1.4430121904714
23243,Cldn2,NM_016675,0,3.1025014989722,3.0194232857587,1.9062594076561,2.1562047577863,2.3522744967447,1.7374967463513
23281,Mecr,NM_025297,0,3.1037733513142,2.2474860252842,1.5209922458927,1.0209046454456,1.8033914237374,1.2770414683764
23289,Rpl22l1,NM_026517,0,1.7965197666555,1.9602388850594,5.8104530992057,3.1685458798813,1.5153955234888,4.7898288996714
23295,Htatip2,NM_016865,0,-1.2107344502298,1.0089861386871,3.2788534039959,2.7674131483557,-1.0447745862282,2.7159076600958
23325,Dennd5b,,0,-5.22195349716,-2.9592864119035,-2.0633837216332,-1.6383436416483,-2.621066260254,-1.3261358021048
23371,Cdk5r2,NM_009872,0,-2.6355059437569,-5.1663401907669,-4.7494902448744,-3.7553809596176,-2.0753005444056,1.0682878769509
23380,Ppp1r3c,NM_016854,0,3.1593227877237,3.1127124303415,2.1599365820133,1.5697952115783,2.9095913706134,2.3461350084765
23389,Cd163,NM_053094,0,-5.497598255441,-3.7564187530934,-2.2522313533537,-3.4266993326921,-2.5322116352808,-1.1385782937123
23424,B3galt1,NM_020283,0,1.7324312139632,3.042790138059,3.5086253754327,2.0791364871717,3.2487777340908,1.1190891883732
23425,A_52_P555089,A_52_P555089,0,3.4803506347497,3.1262449269742,1.1514632987399,1.1508510015396,1.8948419891388,1.2272080629575
23426,Tg,NM_009375,0,1.0616109758731,-3.5163573188763,-1.590303445956,-1.9925718933898,-3.5190221463491,-2.1398779320082
23430,A_52_P432937,A_52_P432937,0,3.2898644167851,3.0103708501722,1.1190412609552,1.0628211788117,1.9078402195756,-1.2000388331338
23431,Prosc,NM_054057,0,-3.0778538940934,-2.3298233846236,-1.515248978835,-1.8692483243313,-1.8565172975875,1.1148457947207
23508,Tuba1c,NM_009448,0,-3.4542995816573,-2.9509374227687,-1.4321087558322,-1.6201155856999,-2.3265318373564,1.0948254894752
23537,Col3a1,NM_009930,0,3.1303146951098,2.2088030839635,1.020293312303,1.6330105857664,1.5672237340647,1.0715570550476
23546,Gm15623,XM_001474280,0,1.2610316881859,-1.9031937376043,-2.813124803846,-1.3170431381998,-5.7421429499057,-2.8701989418964
23557,Herc1,NM_145617,0,-2.696876133936,-3.080931198341,-2.0951252938525,-1.1237225602488,-1.5775277224753,1.074434388564
23583,Slc8a3,NM_080440,0,-1.4616385876957,-3.7780178021396,-3.3315627682591,-2.4349104860806,-4.6984434056714,-3.4285935200596
23589,Prkrir,NM_028410,0,1.9831702552254,3.0899965889,2.8705360144297,4.2243704887487,3.0739797341743,1.4836210958348
23592,Trp53,NM_011640,0,3.718450461168,2.1054260884543,2.4123260128979,1.1270165665677,-1.1353508776192,-2.0832241426956
23597,Cd8b1,,0,1.4278447860526,-3.8093247638476,-1.3378240531474,-1.7051437597286,-2.6282943411681,-3.2456149862112
23616,A_52_P176983,A_52_P176983,0,-2.4300376364042,-4.4563264730947,-3.6765882931411,-2.5981068024867,-1.6719104027631,1.1346392426397
23644,Stk40,NM_028800,0,3.7105389944846,2.2654109741613,1.2249986215394,-1.2762742293199,2.5046439669939,1.3754157716096
23658,Pes1,NM_022889,0,-2.9902121375746,-3.7597329627375,-1.194416790914,-1.3296305958071,-2.2414393912838,1.2079732023136
23681,Serpinb1c,NM_173051,0,-3.0488846935773,-3.6613732141039,-4.881474219317,-2.4643080742764,-3.9225275269584,-2.7979052294684
23700,Shroom2,NM_172441,0,2.4240412167202,2.7885857259719,1.8439876157551,3.9194217651679,2.8700535502784,1.1854733628862
23759,Tmem221,NM_001100462,0,-1.0041307802908,-3.1572283946912,-3.3206109829313,-2.2145933934559,-4.8747573189404,-4.3200920439635
23794,A_51_P299527,A_51_P299527,0,-15.573993890809,-14.784614328413,-18.122161649979,-4.5635624709848,-10.807618349485,-2.2035859770892
23813,Trp53,NM_011640,0,3.5301649610066,2.3429984430323,2.6319643351163,1.2986317002145,1.1121908043835,-1.9324666156692
23837,Nop56,,0,-1.00751068342,-1.4362697047687,-1.8638973891663,-1.5783379538501,-3.0630705515166,-2.9967740544421
23932,Disc1,NM_174854,0,-1.8424681961436,-2.3858932033088,-3.272585486392,-1.9912142884543,-3.080484302062,-2.7513129986128
23947,Dlx6,NM_010057,0,-2.8386183114369,-4.2360785044176,-2.7564175094624,-2.3833454774804,-3.1447418480657,-2.550633151091
23954,Tsc22d1,NM_009366,0,3.4028201825882,1.4347294072131,3.2542881141649,3.0167199822721,1.4111201714899,3.3253778525405
24102,Slc16a5,NM_001080934,0,-3.6445591241626,-2.1896162122698,-3.0898756366058,-1.4071422399643,-1.4261952970286,-1.1443592910471
24107,Abcc4,NM_001033336,0,-4.047026051134,-2.3708714122094,-2.5645726121881,-1.082451134629,-1.9115955022137,-1.3736180847026
24160,A_51_P218924,A_51_P218924,0,-1.7501972616061,-4.8159170725342,-3.3561626506366,-2.6648821019358,-4.6851553957016,-3.4807673774799
24206,A_52_P209334,A_52_P209334,0,-3.6828582198025,-2.1994849770532,-1.3055785312769,1.0917960028827,-1.4296245585111,-1.0233947860125
24216,Tmem168,NM_028990,0,2.2294051498556,3.2223373112338,1.890257631037,2.1968732462221,2.6896204612676,1.5375385023805
24227,Pls1,NM_001033210,0,1.8746750525385,3.511268173324,5.2009538483798,4.1450807936544,2.143936904321,1.710657240838
24233,A_52_P405828,A_52_P405828,0,-1.1126167659256,-2.0113701470523,-1.03890323834,-1.6202013884138,-3.3931182886767,-2.4800817697159
24251,A_52_P533422,A_52_P533422,0,-4.1566647643302,-3.1287149688722,-3.3618938755147,-1.5122235601403,-1.0653448235347,1.1761900468587
24259,Qrich1,NM_175143,0,2.1893893440294,3.6606061077468,1.9804414162649,1.5868760296085,1.8143288231514,-1.8963740334163
24268,Fgf8,NM_010205,0,-1.7620977636089,-2.6100991186079,-2.3314118523963,-1.7182446486337,-3.6772402065507,-2.5495703505503
24285,Slc4a7,NM_001033270,0,-2.776348628877,-5.0548584656883,-3.3097866507284,-2.315485149683,-1.5693073181607,1.1127461491341
24425,A_52_P123693,A_52_P123693,0,-1.6862190833143,-1.7931556956246,-3.8316779519749,-3.0249764643558,-1.6615828462244,-1.1382254711494
24454,Cyp3a16,NM_007820,0,1.0032312461016,-1.0809898098114,-14.104250087817,-1.8713714521035,-1.0970464085493,-1.6968638595612
24481,Irf1,NM_008390,0,1.1595068001907,-1.7178767424071,-1.9032507079088,-2.3084581200158,-3.5834966268187,-2.3203419937517
24485,Slc17a6,NM_080853,0,1.3231832665516,-3.1567413565292,-2.6888030989316,-1.7441265773265,-3.8398742312438,-3.2317815703545
24564,Ninj2,NM_016718,0,-3.2859655046945,-2.6872990586495,-1.4541894849708,-1.0546714747706,-1.4541158221459,1.3134574252012
24636,P2rx7,NM_011027,0,-3.781429430928,-2.5217324091348,-2.0867960211933,-1.3057649293329,-1.5349173670199,1.0783151327244
24640,Jun,NM_010591,0,-1.0461264913645,-1.6624630445332,-1.5092597843026,3.3555985649896,1.9024182346473,1.4513093727412
24646,Zfp617,NM_133358,0,2.8519243417303,4.0477902502689,3.2620303694674,3.471154944286,2.6366652777215,1.3049684141302
24652,Blm,NM_007550,0,-1.2007549896669,1.2759598239409,1.1559477394036,1.3303992763996,-4.9677645039636,1.3511420181821
24733,Blnk,NM_008528,0,-3.6256009334741,-3.8483007021187,-2.2586919290233,-2.180615024191,-2.8752327064822,-1.5672598211402
24737,Calb2,NM_007586,0,1.5321983841544,-2.0997713221382,-1.9759320243968,-1.7625887749919,-4.6825993445533,-1.146096008452
24750,Hnrnph3,NM_001079824,0,-3.0082297367337,-2.4073542343586,-1.4061770318566,-1.6320708198208,-2.2312385253286,1.2849996222552
24757,Ccrn4l,NM_009834,0,-8.2856579364437,-1.7345666816204,-2.3265586226982,-1.5291426444422,-4.961991317412,-1.0206486136462
24785,4931419H13Rik,XM_001473883,0,-1.9770879993161,-3.588343418156,-2.8209994403699,-2.4229195825021,-3.8145121276011,-2.3521824212396
24795,Adrbk2,NM_177078,0,-1.5043330603799,-3.4079954007952,-3.0801580377884,-2.2972274653078,-3.3949313758219,-1.8520384551714
24821,A_52_P373480,A_52_P373480,0,-1.4830302171894,-2.744132011062,-2.6725571442187,-1.7718338728185,-5.8573611183411,-1.7900534542657
24895,A_52_P6621,A_52_P6621,0,-3.0151227667217,-2.0540546773547,-1.7941799536499,-1.7751497679049,-1.1400297900296,1.0092830971073
24898,Mt1,NM_013602,0,-1.5664985600225,-2.1460458679073,-3.5208538665405,-2.819914885166,-2.4338566755324,-2.0596242662895
25013,Mt1,NM_013602,0,-1.58893817757,-2.1473656415686,-3.5305714096639,-2.9571952504101,-2.3966410847616,-1.8086686044356
25042,Fbxl7,NM_176959,0,-3.0172201540529,-2.5710883469904,-1.8156996087804,-1.4774200890688,-1.3803111621373,1.0516673716764
25063,Fn1,NM_010233,0,-5.4608343152584,-4.538569601699,-5.3966095802,-2.2639248159119,-1.9474127093296,-1.2758511223469
25094,Cd52,NM_013706,0,-1.1073170830193,-1.7445282235516,-1.0376373598217,-1.7059134761707,-1.4575484501872,-3.1097680695436
25166,Zfp276,,0,-1.1278158662432,3.1367073386126,1.0958706609587,2.2871149883359,2.3087611189108,1.0695012586246
25185,Adnp2,,0,1.1416781778867,1.3689733697216,1.1162904260566,3.0499870825073,1.7673599123285,1.0843535359788
25243,A_52_P571996,A_52_P571996,0,-1.4161589454343,-1.2176778327979,1.5909553815515,3.0784279962896,1.7478775328618,1.0074626166721
25328,Gem,NM_010276,0,3.0060901461531,2.2224244177094,1.5391962620234,1.3448876329343,3.1925595000465,1.191109531581
25352,Rnf207,NM_001033489,0,-1.025023447431,-3.3870530588025,-3.3201981251743,-2.1208844112514,-3.5397451876713,-3.2026317145373
25359,1700019L03Rik,NM_025619,0,-2.5341773210813,-3.0272061707374,-1.3851825122488,-1.895806465232,-3.1611419636631,-1.6932418737261
25432,Fgf21,NM_020013,0,8.8905985425464,4.2915778982918,1.2384030130956,1.7825265204079,11.823607382363,-1.0502650171803
25452,Lsm14b,NM_177727,0,-1.4816785714192,-3.1836183554301,-2.1942797741295,-1.3002743635437,-1.2929091232217,-1.2981892245336
25563,Fhit,NM_010210,0,1.4989909125541,1.4888501876436,10.849756713193,8.1765105227786,2.0708707787923,4.1745339753123
25608,Sts,NM_009293,0,-1.0160349096432,-1.4064878990718,-3.0145812943624,-2.2955407146759,-1.2592646150809,1.1835268092081
25635,C6,NM_016704,0,3.2433214923965,3.1903255354759,2.6564215820564,3.5287102583808,1.9498625585732,1.3745894298462
25652,Fmo2,NM_018881,0,-3.452677383663,-1.5804654269996,1.6323639687364,3.6249748684348,1.0715333687369,1.3604606977646
25670,Ldlr,NM_010700,0,-3.140421919613,-2.1023595886793,-1.6932886603744,-1.2468255693035,-2.2199490137981,-1.0371075598446
25684,Mapre2,NM_153058,0,-3.302311219181,-3.4952882739307,-2.6736219619998,-2.0771028422054,-2.3966686772706,-1.0101029745047
25713,Col2a1,NM_031163,0,4.3813908808564,2.1732215354178,1.5181720791108,1.2561277210154,1.0966849913847,-1.5635076121284
25717,Arl4d,,0,-3.089064667068,-5.2744599622059,-3.807404334615,-3.1051529713768,-1.7951386601651,1.0166142430582
25725,Tceb3,NM_013736,0,1.3820221384306,1.1151202437158,-1.186767378351,-1.3830057954089,-1.4695047695699,-3.6320097023427
25738,Rnasek,NM_173742,0,3.2255665002293,2.4632585562065,1.7902100876333,1.9638847601539,1.7432151835664,-1.1186970684189
25789,C4a,,0,-1.1011743837701,-1.1426586194318,3.6648651563021,3.9385829815317,1.102620848708,5.1530932322791
25803,Myh14,NM_028021,0,-1.9953496078424,-3.4399331279466,-3.2770193062887,-2.1917347831374,-3.3950017306163,-2.1309585392711
25856,Ptprc,NM_011210,0,-2.9463002322724,-3.2720731188594,-1.7509187763709,-2.3894447885839,-1.8099809335141,1.0065796592077
25860,Zbp1,NM_021394,0,-1.7738055115538,-3.8888661901011,-1.8334243711656,-2.2926037582042,-2.5556948628594,-1.2874192541983
25878,Gm5134,NM_198635,0,-1.6981107057482,-3.9298773824055,-3.3934308208128,-2.5689934678962,-4.6071993049135,-3.2583369994891
25881,3830417A13Rik,NM_027512,0,-2.5782795265129,-3.5583445666401,-3.2552174129628,-2.1685278296083,-3.7230768430287,-1.966002202347
25916,Nuak1,,0,-1.8481916338257,-2.0959986568074,-3.0478318279443,-1.41938430938,-1.3804192280202,-1.4069154537094
25922,Fam117b,NM_001037725,0,-4.3365364387354,-3.7875903378906,-3.9495080194979,-2.0565723852867,-1.8559616581761,1.5598936853644
25944,Jsrp1,NM_028001,0,-2.7407410211165,-5.7645710983457,-4.5969946678143,-2.8267083383037,-4.6954908653118,-3.073668313554
26028,Med19,NM_025885,0,2.4544941423873,3.0971910813364,2.7999095380549,1.9468702108062,2.2234122802132,1.7013983214233
26101,Celsr1,NM_009886,0,-1.6747269148344,-2.2482158226698,-3.527670391707,-2.0158861450074,-1.5897432878541,1.2387355459348
