,,,,TE A1 Corn Oil 10 ml/kg 48hrs,TE A3 Corn Oil 10ml/kg 48hrs,TE B1 TCDD 10ug/kg 48hrs,TE B2 TCDD 10ug/kg 48hrs,TE A2 Corn Oil 10 ml/kg 48hrs    ,TE B3 TCDD 10ug/kg 48hrs
7218,Rai14,NM_030690,0,3.0216210686126,2.6390340881718,2.5678934528229,1.2048936067816,3.0789100413111,1.2553687109188
7365,A_51_P180546,A_51_P180546,0,-2.9804579573118,-3.8054936360085,-3.2080268905402,-2.3815625915416,-1.3246068603591,-1.3401857628545
7366,Adamts3,NM_001081401,0,-10.748800441502,-3.8827640509352,-3.6688081319077,-2.2061294899544,-4.1688858145694,-2.0131957272885
7380,Saa1,NM_009117,0,1.6727729615661,1.1315962511005,3.7583567349722,1.0562589454247,1.7003487246435,-1.302227912617
7406,Nrp2,NM_001077403,0,-3.6460363992007,-2.7799308941733,-2.2106449679487,-2.426140792466,-2.6927249846748,-1.154155166494
7453,Ctnnd1,NM_007615,0,3.4191881525743,4.1339955043153,2.143463043369,2.2638153480884,2.605445541131,1.5984203497834
7457,Rgs3,NM_134257,0,-2.6029690244549,-3.3651699334487,-2.5073329039884,-2.5019579136939,-1.4009576272372,1.0904769748711
7464,Tuba8,NM_017379,0,1.2792310728784,-1.0203613741466,4.5170926660334,2.1045536431754,1.0277914486945,1.3404635218922
7518,Clec4f,NM_016751,0,-1.1625838883526,-1.3850772627276,-1.6888146978285,-3.10278726308,-1.3184358392224,-2.3456326599437
7585,Acot4,NM_134247,0,-3.4170395067046,-2.4152884246709,-2.1820464935508,-1.4102788732908,-1.8903316246289,1.1910585197359
7601,Tex101,NM_019981,0,-2.295260590844,-2.7259381643519,-3.5577055395169,-2.0147724329129,-3.2932977694113,-2.6238620608961
7647,Vldlr,NM_013703,0,-3.3405040298079,-2.2625750826228,-2.0109765207458,-1.1231146700289,-2.1761157888647,1.5038135718656
7650,A_52_P471947,A_52_P471947,0,-6.4864936907996,-4.8408207331057,-2.7456678598805,-2.2116887048874,-2.298566114302,-1.7479016808492
7667,Fstl1,NM_008047,0,3.1928168003113,1.9831245915684,1.7981669038566,2.2694049614652,1.9108033763441,1.4797965143181
7734,Lmo7,NM_201529,0,-3.7329399182214,-2.4897342860305,-1.0439132260646,-1.1245218541322,-2.2423169508663,2.1681583628169
7740,A_52_P646530,A_52_P646530,0,-2.6206739997828,-3.1690274423416,-2.9724324921223,-2.0711044414268,-1.0464290798026,1.3083923614573
7758,Gpkow,,0,-3.272999959997,-1.8341168468678,-1.8658898403509,-1.053148709699,-1.8368935957114,1.2285063340536
7777,A_51_P355094,A_51_P355094,0,2.4197082209466,-1.1592390438447,21.33388747075,52.531523955382,1.377263379363,3.8864939859073
7786,Shprh,NM_001077707,0,1.9314612521258,3.0083821281024,2.1847361759323,4.2297821488323,2.5983102107566,1.6326458923495
7792,3110057O12Rik,NM_026622,0,1.2697581235452,1.770072276259,2.4938940553333,3.183222530222,1.6787112465474,1.6218623791822
7827,6030422H21Rik,,0,-11.058086937677,-6.1294005080033,-4.732035564612,-2.9287412223845,-6.4001624874408,-1.6576544353483
7834,Gucy1a3,NM_021896,0,3.8388752562126,1.8837401742005,2.0085470061163,-1.2023408425715,2.8620683428982,1.1509570037155
7836,Sipa1l3,NM_001081028,0,3.2183479809655,3.1868674468684,-1.1474984299715,2.8424576315408,2.2126667005326,-1.339460774457
7865,Srpk2,NM_009274,0,1.8372023827407,3.1805410117874,1.8027313030923,1.39353217337,3.6031305671662,1.2393592143508
7870,Hspb7,NM_013868,0,-1.6804360895314,-2.7286007866369,-2.2840362903497,-1.9389517411718,-3.9057010637182,-1.8658726549495
7899,A_52_P586391,A_52_P586391,0,-4.255249212376,-1.8813777345697,-3.5507492174055,1.1451524326582,-4.9739796029019,1.2290289135155
7934,Sparc,NM_009242,0,4.5035397463774,2.7398134920558,1.4911282563087,1.8212182767509,3.0040835004721,2.4330386053819
7942,Rarb,NM_011243,0,-2.4834590313241,-2.1343222900025,-3.2928124868747,-1.6178267053222,-1.5889345189088,1.1259818757612
7961,Mrc1,NM_008625,0,-2.8124577046543,-2.1645817873462,-2.52402702134,-4.3836109186821,-2.2168739494035,-1.1921379133867
7999,Raet1a,NM_009016,0,-3.1122035946837,-2.6227264735583,-2.1747983758672,-1.559337057569,-2.5919582389524,-2.2355737422334
8013,Rdh12,NM_030017,0,-1.9181607496559,-2.2574700644972,-3.3817461167549,-2.6312796078322,-1.2459490979416,1.0565338114317
8022,A_52_P226559,A_52_P226559,0,-1.5627733622891,-2.9879339987106,-3.4817212649662,-2.9298878716913,-1.5379279861594,1.3824836378861
8039,Actb,NM_007393,0,-1.9791877761234,-3.0264464924957,-1.1065055586655,-1.1733446568646,-1.7527581694637,2.2646912389054
8055,Xist,NR_001463,0,-558.90758047393,-622.40059620826,-1190.5290580769,-195.67709849035,-103.94174414022,-9.9483258082408
8117,Il1rap,NM_008364,0,3.1801162791029,2.8071718488784,3.4438481991145,4.2806034778471,2.0635310115045,1.202397597999
8118,Olfr433,NM_146717,0,-2.3444609316227,-3.968761490292,-3.7068669649806,-2.4667151434027,-4.516115078751,-2.9438793012421
8130,Zfp263,NM_148924,0,2.0483727986944,3.3527718385118,1.6614527694959,1.8837271618294,2.6814333094835,1.2360925815478
8152,Cstf3,NM_001037326,0,-2.4093561390766,-3.3578864037219,-2.0416627256494,-1.8257192723086,-1.8630520997747,1.1351090859841
8155,Saa3,NM_011315,0,1.7775179701287,1.1871565690743,5.2044399270678,1.10832569023,1.8311166010576,1.1833169896275
8168,A_51_P290904,A_51_P290904,0,-3.5874098809457,-6.624818737723,-4.2375906335802,-3.2923803423202,-2.0585432691601,-1.2204317571523
8235,Snx27,NM_001082484,0,-2.7802381604701,-3.5262897925215,-2.045196307697,1.0708849127094,-1.2684139215345,1.5579660872089
8356,Tmem165,,0,-2.654037164503,-4.9841602815717,-3.0717367951842,-2.645202959935,-1.5954602923938,1.0776933425215
8380,Spata4,NM_133711,0,-3.0235141121394,-3.9338699639674,-3.4746254793476,-2.3341190331232,-3.2085957210923,-1.8275783304689
8418,Asap2,NM_001004364,0,2.2934591019925,1.8500522750717,1.5324735942061,3.2536287727411,2.2734740425463,-1.1364821004677
8437,Jun,NM_010591,0,-1.1041292115371,-1.7306051827922,-1.5843203478348,3.368162218808,1.9240572931807,1.5062740702589
8504,Fam164c,NM_172414,0,1.0714763756974,-2.6177911792461,-2.9709681772732,-2.2643731679421,-3.3844803736564,-2.2960429089941
8580,Cdh2,NM_007664,0,2.1492800128392,2.0944066107081,1.8717248228075,3.0594333746862,1.4772466030963,2.2618354159775
8618,Cpeb2,NM_175937,0,5.8603695077877,7.0259005797444,2.4507555792438,3.0447595407009,9.324616944095,3.6921301347999
8659,Abhd13,NM_001081119,0,1.8506530188799,2.1479640084671,2.6143155132599,3.68623484437,1.9055923470728,1.2805159724852
8669,A430106A12Rik,,0,-3.8928350332326,-2.1986444304849,-2.3269282919087,-1.3786372223559,-2.7499006267516,-1.2157898125886
8704,Gas2l3,NM_001079876,0,-1.583430477927,1.2344303759952,1.5852800709252,3.8821025180944,1.11093615257,1.1982090625078
8723,Neurl3,,0,-2.718810885062,-4.2822695426747,-1.6654898871488,-2.0107357520432,-3.1072485927409,-2.2424150523983
8730,Fam120a,NM_001033268,0,2.5591456274874,3.1036518597538,1.5902668282875,1.5634860116217,1.6728037754666,1.6453640346284
8775,Pspc1,NM_025682,0,-1.1921615206117,1.2094883791895,2.3672929241751,3.0032051498541,1.9839421300852,1.2767356933382
8852,Ildr2,NM_001164528,0,-3.660429106028,-2.5388380585563,-3.1010659326877,-2.983891312362,-2.0971282954789,-1.0487877353022
8878,Cd5l,NM_009690,0,-1.9368723527272,-2.0663410333947,-1.239964067296,-3.4725779239516,-1.8803946201846,-2.2025105634161
8884,Ddx3y,NM_012008,0,2.4034826973837,2.2445588673817,3.2334265497674,3.2547452360606,1.9362926637496,3.0016289127709
8886,Sox6,NM_011445,0,3.1687866519635,3.9331182159668,1.9128679912216,2.6460375318344,3.6242654587468,1.187651440943
8910,Rab3il1,,0,-3.132701391592,-1.8309142297554,-1.7510760173704,-1.3008553278119,1.1013688774544,1.0396036604863
8948,Arrdc4,NM_001042592,0,-2.5620228571803,-2.0383088963891,-3.4866311027848,-2.7828000340527,-1.3613349674089,-1.3542847871239
8952,Prss42,NM_153099,0,-1.7170739518959,-3.4831405559964,-2.9655687730751,-1.8232658598375,-3.7885759672542,-2.606267569409
9003,A_52_P170685,A_52_P170685,0,-2.235064188035,-3.7205573217683,-1.7141862216815,-1.8978461360866,-2.5113775058343,-2.5163844917291
9011,A_52_P629098,A_52_P629098,0,-3.0088047081854,-2.2372318836623,-1.1882354362033,1.0104998421261,-1.9300830643556,-1.0227632157696
9034,Lrrc38,NM_001162983,0,-2.4624419434069,-3.0128672733259,-2.973349766978,-2.0425090994219,-1.3378240531474,1.3058370905634
9035,2010107G23Rik,NM_027251,0,1.0052962904306,1.918748264483,3.1371985094824,2.36925060393,2.0947490397084,1.4779168478428
9055,Mpst,NM_138670,0,-1.4938913066619,-3.0234166471311,-3.0677149302082,-2.6160437335249,-1.31770137768,-1.9476548648916
9067,Rusc1,NM_028188,0,-2.1483597145043,-4.1110333506764,-4.138166875316,-3.2498700834205,-2.004361259208,-1.086944576758
9104,Cnnm3,NM_001039551,0,2.1612250865714,2.5738604704157,1.6630986077865,3.0398629205969,3.1988361844086,1.1997879615694
9112,Hsp90aa1,NM_010480,0,-3.7176970772218,-5.0879870819749,-2.0278041148671,-2.6960938142923,-3.6497658224829,-1.6390907522216
9126,Mobkl3,NM_025283,0,-2.6709883883072,-3.3776760933768,-1.2086420506598,-1.4035923741926,-1.5506829079447,1.2456249539817
9155,A_51_P408329,A_51_P408329,0,-3.0559201351761,-1.5921170747872,-2.4848947584844,-1.2179789988883,-1.6881343229961,-1.2468809793287
9284,Slc10a2,NM_011388,0,-2.6766463861965,-3.0314820427701,1.0847051447055,1.0703312363948,-1.7826783903799,1.2229209922105
9306,Trp53,NM_011640,0,3.6124346556446,2.3404695756637,2.3223303611872,1.4515032079573,1.0409229886985,-1.9468388312188
9349,A_52_P381562,A_52_P381562,0,-1.4960530711101,-2.6552596752572,-2.7487104908909,-1.541373897063,-4.099680384748,-1.3119431007365
9351,Adamts2,,0,3.370241328915,3.4280488339755,1.5809713506604,5.025878669337,2.2805153510785,1.0536978647925
9390,A_52_P624969,A_52_P624969,0,-5.8149502036793,-5.6406220397485,-4.709241905914,-2.1190246072477,-2.0884303694978,1.1002239637631
9492,Calr,NM_007591,0,3.4856919223174,2.7875393065405,1.473903329796,2.012880534261,1.5656187001311,-1.1622482474914
9527,Acot3,NM_134246,0,-21.131970707042,-8.0418691059567,-10.050091135228,-4.0593827323306,-6.45004879335,-1.3669480191761
9559,Prickle2,NM_001134460,0,-1.3175466466684,-3.1362740164126,-3.0776058583709,-2.3322655642575,-3.8667491612771,-3.3011480346397
9603,Hnrnpl,NM_177301,0,1.2599142849301,1.06853314953,-1.1245327292752,1.1279446794421,-1.0134836807094,3.1248199597253
9612,Slc4a4,NM_018760,0,-3.3716695206483,-2.4270459573681,-2.0865365659517,1.0697889310485,-2.0432334977041,-1.4434209353287
9613,BC016423,NM_134063,0,-4.7608774234602,-4.3787686492777,-2.0101015571251,-1.7615784954894,-1.7310156726341,1.1220551412119
9636,9630001P10Rik,,0,-1.6258145279422,-2.7746358926271,-2.3426208267353,-1.5475225993962,-3.1509027555004,-2.6793163852232
9638,Fabp9,,0,-3.1388893029114,-2.963213884866,-1.9867581351868,-1.6224749489219,-3.1734963270112,-2.8118101868869
9675,A_51_P182121,A_51_P182121,0,-2.5996267668703,-3.7111200205315,-2.8836596463366,-2.5318268427577,-3.4856999484289,-2.8244572123297
9678,March4,NM_001045533,0,-1.0673098070758,-2.6752230641588,-1.4631707141284,-2.0362026578792,-3.2171477005892,-1.762584716486
9804,A_52_P1029764,A_52_P1029764,0,-3.725409348117,-2.8075532361551,-2.5891368149873,-1.3775583386929,-1.0101718684733,-1.3170249427022
9835,Ap3m1,NM_018829,0,-3.6387314127205,-3.1921993145104,-2.1772886066719,-1.4397032996137,-2.3380941754193,-1.2609939415248
9853,Egr1,NM_007913,0,3.5330843008166,-1.6641443697531,-1.098089401862,1.5672886913989,1.2555808983959,1.03638304641
9857,Zbtb26,NM_199025,0,-3.5957128323908,-3.0983180705983,-1.6348992703266,1.1221820044905,-1.3671872511819,1.3901318698847
9880,Gm16223,XM_912039,0,2.3435541891205,2.5005468738448,2.5366409548981,3.0689301228705,2.3172078975507,1.2804481588501
9991,Lpin2,,0,1.3076213414277,3.630680226913,3.4072186165936,4.3567335492243,1.7309040735269,1.6865491419614
10025,Galr3,NM_015738,0,-2.0398770881443,-3.0350510474209,-1.9150450725896,-1.6145444274232,-1.1789522075751,1.4914269963537
10032,Ccdc67,NM_181816,0,-1.393083024071,-2.6522777377782,-1.8513349502571,-1.965459050906,-3.1085152334972,-2.4191901191025
10100,Unc5b,NM_029770,0,-3.4543154893314,-3.0110571602628,-1.9888407051736,1.7418750559213,-1.5329535658702,-1.0967205974309
10102,Ctnnal1,NM_018761,0,-3.1465164023079,-3.1605669908891,-1.442307958798,-1.1144220590602,-1.4869042404296,1.1495741779655
10169,Unc84a,NM_024451,0,-3.1371334971573,-2.5286807358484,-1.8381925431361,-1.7186522066262,-2.0706037680611,1.6694368669579
10177,Rpl11,,0,-3.9000574098479,-2.2532065238233,-1.524175582887,1.3140926917505,-2.7580046877121,1.3571785904088
10211,1810019J16Rik,NM_133707,0,-1.1897091452391,1.0153242991057,1.7115476715538,1.6860288435633,1.0384756076103,3.1751116391884
10244,Ghdc,NM_031871,0,1.5009423097076,1.3837224909651,1.9911684395788,4.8092793048945,2.3205770881957,1.6918544577252
10254,Zranb3,NM_027678,0,1.0132872779019,1.4755706219403,1.2604220727043,3.0375189778117,2.1142678214219,1.4464019545436
10285,Kcnt1,NM_175462,0,-1.5017028327452,-1.1752238596159,-1.0953161721547,1.0450933877741,-4.6558287737927,-1.0460983088395
10328,Alas1,NM_020559,0,-5.4087137810025,-1.5676062993467,-2.0633552151305,1.15657553114,-4.9144395793874,-2.5099611535777
10333,Eif4b,NM_145625,0,2.6519113373779,3.0963924511664,1.6276274288767,1.2011570647842,1.7945270123817,1.6059462291971
10336,Trib3,NM_175093,0,2.1046263331383,3.5892937275674,-1.2057398092191,-1.3259129123793,2.9458253830521,2.1114217939518
10386,Erdr1,NM_133362,0,-2.6872804955093,-1.0728443045766,-2.979126879567,-3.588698721786,-3.5616644377851,-1.6056689160544
10402,P2ry1,NM_008772,0,-3.034883328936,-2.3503037850897,-4.669452909638,-1.3420200366744,-1.7717889956059,-1.2203772414993
10533,Col4a1,NM_009931,0,3.7541619186435,2.6707239437429,1.1265127202163,2.4516078314579,1.9972112329501,1.4473381176377
10567,Pou3f2,NM_008899,0,-4.5629740614304,-3.7809070432318,-2.5025801759301,-2.4149269602585,-3.1251149753689,-2.6924583880515
10602,Adcy7,NM_001037724,0,-3.0078418662641,-2.1075602553733,-1.137934068714,-1.3458107716415,-2.3011609734676,1.0244007788741
10613,C630043F03Rik,NR_027923,0,-1.0915074391959,1.1724612550376,1.9991528481211,3.7598887938581,1.2609416787826,-1.292293024173
10678,Entpd2,NM_009849,0,1.1277057633971,1.1343858484082,3.1014658246877,2.2015117107835,1.28369248866,2.376451744118
10712,Bmf,NM_138313,0,-3.5805273875065,-2.4148101910105,-1.9663145823897,-3.6815101315771,-1.8788711591034,2.1224868097993
10714,Gm7231,XM_001477336,0,-15.129340597769,-7.7138821574397,-7.202678003022,-6.2598510569891,-5.2550396840199,-1.8329473906559
10722,Xlr4b,NM_021365,0,2.0991670463365,1.8082563547015,-2.8859579573542,4.3980483553381,-2.7716666740961,-1.2269594220618
10759,Pion,NM_175437,0,2.7107033968448,2.5701294615912,3.5300836768902,3.2460409925337,2.0171537409572,2.7666740713695
10786,Tle3,NM_001083927,0,2.3911234574548,2.2428281585634,2.0024053640906,3.0420405580985,2.6081586182774,1.7417747884188
10788,Olfr1143,NM_146293,0,-6.1516270790198,-4.4803299663509,-4.6591318410301,-2.1560061731343,1.1112991956275,1.1543893195595
10851,Jun,NM_010591,0,-1.0978502370813,-1.6681880276503,-1.538395496931,3.1328673021503,1.7105075678994,1.4516703280597
10936,4930520O04Rik,,0,-3.0603140771336,-2.1615535542375,-1.5902338731067,-1.1289946917864,-1.7924043944292,-1.2293283580271
10960,A_52_P608805,A_52_P608805,0,1.8069868829627,1.9072560447584,3.5995648313609,2.3467887627795,2.0063837419182,1.1477156404173
11036,Gm13112,,0,-3.4944835467143,-4.1005300604498,-3.2478876661645,-2.8069973329978,-1.4263956311954,1.2057928380687
11077,Afp,NM_007423,0,-1.0637755397117,1.1239404460756,3.161389452495,3.0221707642378,2.2333356578143,2.5240677041768
11114,Ugt1a9,NM_201644,0,1.3971756238119,1.7837788078831,4.3631184160484,6.7696310507299,1.9694048358969,5.5537969800611
11119,Ccdc84,NM_201372,0,1.2341589584545,1.0051524371313,-1.3739438992073,-1.2390998374345,-1.4845232372532,-3.0038759929027
11137,A_52_P115191,A_52_P115191,0,1.0491413396265,-1.4578136085206,-3.6721465082904,-1.0823561769885,-1.1864053597226,1.2072124342221
11202,BC031748,NM_146261,0,-3.096371062119,-3.6919346067699,-1.8672522868602,-1.9235390172362,-2.3714064676264,1.2674825823372
11209,Cyp2g1,NM_013809,0,-3.3852831534166,-1.9126081409346,-2.4870527689799,-1.2625948106054,-1.948161695265,1.0898258377322
11228,Crybg3,NM_174848,0,-2.5381249600597,-4.1458826008981,-1.7373727280203,-1.9876595515109,-2.2198570065177,-1.26708864789
11245,H1fx,,0,-2.4419794224252,-4.898983762435,-4.185236459493,-2.6374910828941,-2.2918489975919,-1.3047520864039
11253,A_51_P305138,A_51_P305138,0,-4.076204836985,-2.2379738106737,-1.4789040559078,-1.0146331326131,-2.1215633287318,1.3213716962666
11255,A_52_P973486,A_52_P973486,0,3.0496851147006,1.8113234096376,1.1581065022779,1.4058662333505,1.5788940931961,1.0247648017421
11257,Gdap10,,0,-3.0689089235254,-1.6797629579919,-2.5347083761787,-1.7454081518974,-3.0738381754356,1.1184907582401
11261,Birc5,NM_001012273,0,-2.644155548916,-3.0678562069545,-1.1477492033622,-1.1104333586633,-2.6485672218226,1.2768679908581
11330,Ptprc,NM_011210,0,-3.1000378757155,-3.1931549979107,-1.7999025821354,-2.3981812325602,-2.0209752735778,-1.0989590251721
11332,Zfp335,NM_199027,0,-3.0085137450424,-4.0082241464866,-2.9449437232452,-2.2105380763719,-1.1876793348893,1.1683936822866
11343,Irs4,NM_010572,0,-2.2772200555407,-3.5967313470911,-1.9097916931636,-1.5245441295547,-1.3616735451829,1.1514009938833
11352,Lta,NM_010735,0,1.0215360323867,-2.9596203171699,-1.7532546523712,-2.1737119854477,-3.6056452882675,-2.8825908251174
11354,Ppap2a,,0,-3.8655473730122,-3.0167477674179,-1.255297604338,-1.5636192195006,-2.0546081192752,1.1235034231792
11362,A_52_P517668,A_52_P517668,0,1.4611405715691,-3.02634893296,1.3284340537705,1.2009784095654,-1.3237805627681,-1.453734174541
11396,C730007P19Rik,NM_009286,0,-335.83039479156,-196.03788121753,-145.76055055026,-34.843357749162,-152.69330662736,-5.1099423443121
11426,Cugbp2,NM_010160,0,-3.0680257476384,-3.278377798638,-1.8301934637388,-1.2033487190432,-2.0934567839098,1.3144800525424
11433,Senp6,NM_146003,0,2.9547857779722,3.1580427158373,2.169986340069,1.3715827042662,1.6042424350011,-1.1629223038666
11460,Dysf,NM_001077694,0,-1.192087131987,-1.0508937278413,2.2927304556707,3.173116373001,1.4881852645417,1.4498330647289
11477,Trp53,NM_011640,0,3.669509361575,2.1531138768738,2.4219936490397,1.3201430692257,1.0189812670248,-1.9844446952416
11505,Cmya5,NM_023821,0,-1.6717910658272,-2.8949295543169,-2.3723949997042,-2.0560136801075,-3.3474492385671,-1.7080870497647
11562,Atp1a1,NM_144900,0,-2.3442558044069,-2.1483893953957,-3.3334350686188,-2.6244602539754,-2.0277060642157,-3.1023943442172
11564,Hsph1,NM_013559,0,-4.962836869583,-5.1183620183722,-3.7939884112434,-4.4185624754529,-5.1868895476825,-2.1441491885078
11600,Dennd1b,NM_001166501,0,2.2703300631205,2.2640447153161,2.269661025314,3.5191842070394,2.0657178390752,1.2323807331354
11664,Nnmt,NM_010924,0,-3.3607483957907,-4.1540239870308,-1.2155471236754,-2.9468022989626,-3.385571577096,-2.9467615876656
11719,Cmc1,,0,-1.921303615462,-1.3698215681739,2.0250138597903,3.0422507020738,1.2189489006087,1.9599635737677
11732,Tcf4,NM_013685,0,-1.3284309949415,-2.0557675192293,-1.3908906894849,-2.0096433947893,-5.1629509606533,-1.6081516475408
11741,Gpc5,,0,-1.3797074202708,-1.5956072464846,-1.3217003347708,-1.1963418628534,-4.5358950767082,-1.2570359550322
11837,Rarb,NM_011243,0,-2.7057645344007,-2.239102629667,-3.2019975847695,-1.6264510604864,-1.579355874038,1.0577350603761
11845,Cyp4a31,NM_201640,0,-1.7043155245969,-1.1803850490015,-5.4118780282538,-1.9690148883966,-1.4227480531371,-1.1684604042733
11857,A_52_P328440,A_52_P328440,0,-1.748251864158,-3.3249184663462,-1.4717295164155,-1.8849203361275,-3.0708598763954,-2.6431085526364
11918,Ldlr,NM_010700,0,-3.2383814267493,-2.0522156728014,-1.800673610999,-1.304334555149,-2.3233198341243,-1.0607892256761
12057,Ube2q2,NM_180600,0,2.4763042327738,2.2407943460016,2.6979506410488,3.0618083281294,2.8569589480269,1.567036094666
12058,8430427H17Rik,NM_001001986,0,-2.1212848974385,-2.5750223329933,-3.3932667378522,-1.997772359116,-1.3328675661013,1.0243762479602
12064,Dab1,NM_177259,0,-3.1243738914073,-3.0483161009707,-2.0649474312138,-1.9992633284429,-3.0980469851001,-1.3905320395861
12065,Calm3,NM_007590,0,-1.013480390293,-1.1700615284345,-1.1322079499077,1.0093799179335,-1.0958618293202,3.0928794998496
12095,Hiat1,NM_008246,0,1.3512726915183,1.9088025213978,1.8506871094823,3.1225758747809,2.1286634342516,1.6135929956289
12134,Ogfr,NM_031373,0,3.2510376570818,2.4919710919857,1.0992447497381,-1.1250209243534,1.5010909271025,-1.2774061420192
12157,Maz,NM_010772,0,1.5427231622006,-1.3405067340272,-1.6462659663283,-1.9465878127269,-2.9728294867983,-3.2891902937055
12167,A_52_P893095,A_52_P893095,0,-3.3261436372485,-2.2489096086009,-2.4076092322097,-1.6890558106907,1.1195549126686,1.1113237609642
12225,1810046K07Rik,NM_027217,0,-1.3191494477911,2.1073710032347,4.5668211110415,3.5145117530467,2.2991907311542,3.0876850853763
12267,Slc30a6,NM_144798,0,1.3336596139178,1.4073042525276,2.4310841956013,3.3092532191409,1.4841848699545,1.4405190303031
12312,Zfp704,NM_133218,0,-3.4836939956589,-2.0254382160197,-1.8619756620336,-1.0834263653403,-1.6479347052047,1.0637512905944
12340,Mlana,,0,-3.0943469011957,-2.8617652117807,-2.6395567275646,-2.1214021272132,-3.0178385365606,-1.5214721249065
12362,Lta,NM_010735,0,-1.1830254839166,-2.6948525030515,-1.5181790705676,-2.0491275861502,-3.0615545359767,-2.8676490485972
12469,Ly6c2,NM_001099217,0,-2.2680519609585,-4.3613706836384,-2.6748781303881,-2.8250946324462,-3.7657718095557,-1.7222888896626
12473,Tcstv1,NM_018756,0,-1.6485305509512,-3.3304199545033,-3.3496312530654,-2.1140390245688,-3.8054235368708,-2.6481586503952
12587,Ces2,NM_145603,0,1.0790341754796,-1.3685384383075,1.1028371823612,1.3558542288616,1.1009241536454,4.1679260036429
12729,Ctage5,,0,-3.0834577355513,-1.615939139206,-1.1695109704262,-1.1554490504152,-2.1049558924612,-1.0492645494584
12792,Tnrc4,NM_172434,0,-2.6132863499337,-3.2548951260692,-4.0358219682043,-2.2018615111658,-4.0885093944721,-1.8035949058645
12815,A_51_P485361,A_51_P485361,0,-2.9845234803745,-3.0570954593331,-3.6526410870073,-1.8735789569963,-1.0502384159469,1.2395176064892
12831,Prss27,NM_175440,0,-3.098696203144,-3.1988730125831,-1.2247735532653,1.1006577603712,-1.2030913380612,-1.1301057900023
12880,Malat1,NR_002847,0,-1.6685798704416,-1.3137145198961,1.8507851234623,1.5726207439096,-2.3518249857883,3.1202471846159
12936,Jun,NM_010591,0,-1.0503924706181,-1.7244595033825,-1.6453261491576,3.308750348102,1.8047871909007,1.3444851198127
13031,A_52_P288338,A_52_P288338,0,-2.0322353430293,-3.15469952213,-3.2060699975869,-2.7349286452442,-1.6218549102471,-1.144676323607
13057,Mt1,NM_013602,0,-1.6289359195377,-2.2635286717304,-3.6735672952852,-2.8496662574749,-2.5412769656696,-2.2090573964553
13096,Evc2,NM_145920,0,-3.0245933989982,-2.0736191741351,-3.0215654088082,-1.5310486821223,-1.4630595388749,-1.2746237311977
13115,Elovl3,NM_007703,0,3.0135888475799,1.4823883731072,1.7202517170309,2.5689165698083,2.2643888097319,1.8835840316786
13150,A_52_P323621,A_52_P323621,0,2.4519860780222,4.1208138828977,3.0005025486821,3.4826433373824,3.1772471587223,1.1415972133742
13172,Rad51l1,NM_009014,0,-3.8234551484011,-3.6508753054047,-6.34122261793,-2.5239107882765,-3.2809378218194,-2.1291585361179
13175,Hoxb9,NM_008270,0,7.3690244926005,7.8758420902908,1.5699253421056,1.9798760402565,7.6609212842667,5.160169886612
13178,Slc25a30,NM_026232,0,3.2382844917657,2.3199306357833,-1.1897628388189,2.2199285674062,2.6194372550945,1.0130545465779
13202,Eml4,NM_199466,0,1.0780830054081,1.1908868507576,1.7560141049629,3.2096819504229,1.6666944912744,1.5597176976833
13227,Rn18s,NR_003278,0,-1.4623219534807,-2.4495482590453,-1.4816444549021,-1.3705598336357,-1.1376016151735,3.4165045229408
13246,Saa2,NM_011314,0,1.7165402841458,1.1450372098181,3.6427469228346,1.1685968195469,1.5928577760107,1.09915363375
13255,Kcnq1ot1,NR_001461,0,-3.3457847705893,-2.6456476260635,-1.5650564257588,-1.3903111316695,-2.5377977032322,-1.5625430804639
13341,C1qc,NM_007574,0,-1.7619517039811,-1.8277424558682,-1.8410008965442,-3.9387190177179,-1.7608769153365,-1.118187672361
13399,Klk1b3,NM_008693,0,1.4521316793897,-1.1179678126969,-1.7992437385599,-1.3921178432289,-3.2437621357266,-1.0943481296489
13412,BC032203,NM_001100452,0,1.87281983363,2.1458136321725,1.0584874179365,3.2410967846794,2.2581095111253,1.0101057190091
13416,Twsg1,NM_023053,0,2.4643080742764,2.4893272887213,1.8909933431324,3.2635329359199,1.7406842509296,-1.0534974773342
13476,Afp,NM_007423,0,1.0486964551851,1.1669133274572,3.4538144327874,3.2575793251768,2.27126077165,2.4273421648735
13480,Barhl2,NM_001005477,0,-2.6921360273942,-5.1672562591925,-4.2795588212408,-2.7551167048931,-4.3215147534525,-3.3636747877999
13517,Mical2,NM_177282,0,-1.6754829008532,-1.5497262878715,-1.1961622712678,3.1086225996639,1.3391708889233,1.8948158111102
13527,Zfp655,NM_028298,0,-3.4954089989956,-2.6899672961073,-1.4895051186617,-1.2050445419657,-2.0028342059181,1.2866902201671
13533,Tgtp,NM_011579,0,-3.4108529787386,-5.0279853081424,-3.2096449978066,-3.3064350800387,-2.9273119119839,-1.9256439964904
13591,A_52_P680184,A_52_P680184,0,-3.164477411759,-3.4984687585471,-2.9789416736093,-1.9281774522698,-3.6983669548684,-2.4176086451748
13637,Dhx9,NM_007842,0,-2.758982844362,-3.2766948608713,-3.1693558223448,-2.3169891495735,-2.623125081204,-1.3024558178418
