Clone#,Gene Name,518:TE A1 Corn Oil 10 ml/kg 48hrs,519:TE A3 Corn Oil 10ml/kg 48hrs,538:TE A2 Corn Oil 10 ml/kg 48hrs    ,520:TE E1 Aroclor 1260 200mg/kg,521:TE E3 Aroclor 1260 200mg/kg,540:TE E2 Aroclor 1260 200mg/kg 48hrs,530:TE C2 Wy-14643 50mg/kg 48hrs,531:TE C1 Wy-14643 50mg/kg 48hrs,532:TE C3 Wy-14643 50mg/kg 48hrs,533:TE B1 TCDD 10ug/kg 48hrs,534:TE B2 TCDD 10ug/kg 48hrs,539:TE B3 TCDD 10ug/kg 48hrs
24754,Pax1,1,6.2358118074051,1,1.3906184913688,2.925883299128,2.0310985681498,3.5689051010144,1.0320009569444,9.5150045434431,5.1741021672968,3.9129022614677,1.4267503902144
24757,Ccrn4l,-8.2856579364437,-1.7345666816204,-4.961991317412,1.8017063118663,-1.5424319050867,-1.9748494801627,1.3312542277438,2.1829460371606,1.3593052679551,-2.3265586226982,-1.5291426444422,-1.0206486136462
24758,Itgb8,-1.5293433535335,-3.2908493392485,-1.1140603045093,-1.1224073448975,14.114646312978,3.5876411772641,1.103896610882,-1.0281259004674,4.1665058889977,1.5728742408542,1.9144146101356,1.0684856650871
24772,Ndrg3,1.571578214814,4.0466440056719,2.440512295449,1.6870890241388,1.7612864744209,-1.2125088020777,2.1773788496032,-1.0373664544326,1.7461558368428,8.1409671068086,1.0571597023634,1.2333550034704
24807,Rkhd2,3.6087599972112,5.846689090969,5.5933371742375,2.248992463019,-1.2254011963653,1.1881667642564,1.9358646971041,1.0735945545087,2.9931397874426,2.5245094457581,1.7513945744642,1.2147015901005
24821,AK046154,-1.4830302171894,-2.744132011062,-5.8573611183411,-3.9473169546224,1.049694689323,1.0995882742951,-1.832567583451,-1.8192986615213,-2.6888959685044,-2.6725571442187,-1.7718338728185,-1.7900534542657
24853,Ccnb1,1.095249591829,-2.8626219695327,1,5.4013335846622,-1.9405328543657,3.8933997799802,5.9214218240535,1.3562632685849,4.1121031483113,2.9367028182197,1.1540759745047,1.1598619463573
24854,Fbxo41,1.2501591388836,-1.6185458255439,-1.1589315874225,-1.5046864150711,5.1065430791804,1.8625073702547,-1.4607806250587,-1.0286935102584,-1.1344124913245,-1.0338794425778,-1.2952004898582,1.1553399742539
24883,AK087421,-1.8743038617924,1,1,2.9031000282778,-1.7856074942142,1.0357868665499,6.2603555617084,1.0984813806712,1,1.3090583342193,1.310050387727,1.2293594953861
24890,AK086528,-1.4118189276556,-1.2536104392594,-2.3034617234972,-1.3006187182559,-5.5232919531148,-4.3808663089445,-1.018306439173,-1.1711197363329,-1.7491376982169,-1.4756861457775,1.011680595254,-1.6221947816168
24926,2010305A19Rik,2.3120860851773,3.091875514667,2.7205580680783,8.8158460998439,-1.4983732116703,-1.6379928436245,4.3361170787589,1.8579541824745,3.1313023216627,3.052516358384,6.7354094203687,1.302977751062
24928,Xist,-8.5073637036889,-4.15240781757,-4.3310879211116,-4.1589720333612,-8.0145473673302,-7.3786175416966,-4.0527610632634,-1.2514292452614,-4.1379858381304,-8.6743511695077,1,-1.2669719500869
24967,Cdkl2,1.4212418916421,1.6403480247691,2.3125067016535,2.0545371568503,1.0317531417402,1.1198838972655,1.6073039055877,-1.0665578094364,1.8514585772162,10.722844302363,1.1669635738912,1.0547013453846
24973,Ntrk2,-12.772914350524,-2.5540006296729,-3.0867965060531,1.3542847871239,-1.0866019998474,-2.7881940751664,-2.5897926859064,-1.0293145219352,1.5622912485714,-6.0114743723855,1.3004150887995,-1.1033812509581
25055,Ntrk2,-11.166832452009,-2.6754756331593,-2.9172456437924,1.2696645677559,-1.0947947345751,-3.2142081650813,-2.4276328186917,1.0197657697261,1.5907209469764,-5.2409256661696,1.1856150403575,1.0083593276181
25063,Fn1,-5.4608343152584,-4.538569601699,-1.9474127093296,-2.4881639873754,1.007994935324,-1.6430735330338,-6.0349406023343,-1.2682445362482,-3.1394241878991,-5.3966095802,-2.2639248159119,-1.2758511223469
25078,Ccdc3,4.6460191976431,9.0749867580697,6.5238204532164,4.0256035276218,-1.6117215024459,1.9113006170031,2.2855303881849,1.1048909084125,1.925196218685,2.1569992793228,1.8083396299015,1.1232882085369
25089,AK032119,1.7724296234982,-4.2874690695887,-2.9551872203355,-2.4586969359214,1,-2.3902977352759,-5.457013145947,-1.4121115329627,-1.605850088551,-1.9501903360059,-1.625799553706,-1.4756351782639
25101,Rap2b,5.2468904905442,3.5041686508568,-1.0191555174972,1.7337880289027,1,-1.9159668912154,1.5259981250006,-1.0130154522139,1.0351700540392,4.242042350614,-1.125827104055,1.2381153273089
25106,4631427C17Rik,13.463872800371,3.7368442755831,-1.5790613368011,-1.2469791730897,-1.5761407588683,1,4.1686362424675,-1.2696294861121,-1.8808449700414,1.1453306949497,1.6408504481381,-2.0239184060154
25150,Ftmt,1.1146517443464,-1.4401409513156,1.013420441244,-1.8050240799825,5.7040063457505,3.1035589576517,-1.1581531693965,-1.477273815235,-1.2802594789389,-2.5531127826594,-1.2229114182572,-1.1508690212207
25170,Ntrk2,-11.517547181215,-2.7080956526502,-3.348289492759,1.409843803941,-1.1192943202989,-2.6005008496143,-2.6779964686973,-1.0074639853364,1.3053771310332,-5.360520978855,1.2080149249505,-1.1163251263708
25174,AK031518,4.1565116299619,7.6269342068926,1,1,1,1.379796376163,4.7491074966073,-1.0563941802924,-2.0969496368845,1,1.7246183392869,-1.8048827739815
25221,P2rxl1,-1.5566106590549,-2.5750875551077,-2.2290561063178,-2.2051746940633,1,-6.0235289226982,-1.779426278811,-1.3456682323747,-1.8418828324574,-1.5986522380309,-1.8188504841062,-1.1444625871069
25224,Hrasls5,-1.0522060631187,-2.9411149586341,-2.5680117114096,-2.8783195003316,6.4613162773349,1.8775434663856,-1.3042774929125,-1.8488854298322,-1.8297088976361,-2.0268004871353,-1.6211903127612,-2.1377897970576
25251,5830483C08Rik,1.0196231562595,1.3668441551559,5.1076719959455,1.2050245641645,1.058068292674,2.6802789773149,-1.1261714158222,-1.0710612321831,1.2052440606763,1.6243701494673,1.6233157411946,1.3129554794535
25396,Wwox,2.6963297280593,4.676328374803,2.417792354892,3.7548275870027,1.0755113551775,1.2166218165594,5.2626198560074,-1.127955587687,1.8548466072504,1.7842922945877,3.1077351507233,-1.0679740495466
25432,Fgf21,8.8905985425464,4.2915778982918,11.823607382363,2.945988179877,-1.590178949323,-1.3116259487114,1.4721497854336,1.0235826125967,1.1824906079605,1.2384030130956,1.7825265204079,-1.0502650171803
25470,A530041M06Rik,1.5013259799961,3.6995593596977,2.9521131546499,4.8175141617707,-1.156833082895,-1.1548489930249,3.4208497532046,1.4921655187209,2.6388578726393,2.1396562171989,5.9990295335753,1.0875008372916
25475,Nap1l5,1.1595508537683,-1.6016956644164,1.4404029428633,-1.0939107746322,1,-5.1824246932485,-1.3672565103657,-1.1765698086823,-1.2278957607865,-1.44300554517,-1.3308496661779,1.0028461695035
25483,Smc5,2.3448172478692,2.6643115040764,2.8916651436239,6.1924427476736,1.1513736868599,-1.2135062012446,2.5622529392608,1.8166363501744,4.8909249642575,1.6929299957722,4.0871633939507,1.3758782330702
25508,Cspg4,2.660970132919,-1.5506829079447,-1.2086851879477,-2.2502719154618,1.0452885663718,2.5039347072652,-5.4991301700592,-1.5322760024978,-1.477988313186,-1.1848200639662,-1.3580695131743,-1.2373512460289
25540,Olfr631,-1.5880786237865,-2.7282866629449,-2.5405339329966,-2.5525896266768,1,1,-2.0337660813398,-1.5028858656003,-1.8854151826713,-5.7754655808455,-1.7377808216931,-1.6941037351986
25563,Fhit,1.4989909125541,1.4888501876436,2.0708707787923,-1.3270980162832,1.4149431793221,1.5148233818714,1.3224766111569,-1.0027646371326,2.0448478537334,10.849756713193,8.1765105227786,4.1745339753123
25577,Pcdhb12,1,6.7008053128377,1,1,1,1,1,-1.0666560475649,1,1,-1.2452231899293,-1.1011792013213
25580,AK039631,-1.2443240639075,-1.3099448143939,1.7537674286321,-1.6289546734635,-1.4975109269243,1.6673508681948,-1.6908146418183,-1.1518324247309,-7.9623634957588,-1.1089820073329,1.2099510478403,-1.0266298794727
25585,4930544O15Rik,-1.1393545735532,1.4239738042729,1.9214894309795,1.1893495155261,-1.6818877213196,1.244402571824,1.2192938969768,1.0039042897375,1.0632659346617,5.1862685356249,1.1780846572342,1.2325345439866
25600,AK036484,1.2064443669945,1,-1.640578440446,1.6561970242728,1,-1.1024091265851,7.1803067807492,1.0140696617921,3.7237112769698,2.7867435203924,2.0648998845895,1.0695625795621
25668,NAP048022-1,1,1,5.0539739607102,1,1,1.1009109718723,1,-1.0427173501896,1.6910871909039,1,1,-1.1115563909118
25679,A_52_P925038,-7.3163251833112,-2.0438687334943,-1.7061923877456,-1.7313186207679,2.1014497036042,3.6414889798718,-2.7761824215991,-1.1084300725263,-1.342585646938,-3.5155558357487,-1.6196791813691,-1.1603526541991
25717,Arl4d,-3.089064667068,-5.2744599622059,-1.7951386601651,-3.301870225179,1.029117823737,-1.7683735075203,-3.5809561255607,-2.0583868560583,-3.1168507023535,-3.807404334615,-3.1051529713768,1.0166142430582
25788,Irg1,-2.0900996859553,-3.1009945288279,-2.1783617369942,-1.9250588028179,-7.0019337935866,-3.1629621871059,-2.2754065294878,-1.4802804381774,-1.6522471065596,-1.3709638394915,-1.6192093389377,-1.3359770570678
25789,ENSMUST00000015595,-1.1011743837701,-1.1426586194318,1.102620848708,1.0821446084288,1.4073301762687,1.1130813344114,-1.6551676899371,1.0703115203464,-1.0599166147448,3.6648651563021,3.9385829815317,5.1530932322791
25792,Zfp75,2.1095702877193,2.6938288515317,2.6633607791311,1.333929877396,1,-1.0155250017518,1.7569726456235,-1.0172474971912,1.4822620854482,10.188024953287,1.1477185474052,1.0988864037522
25819,Tex10,-6.4042606623687,-2.2720662992249,-2.4789855769772,-1.2946250320314,1,-6.8217688561092,2.0099951060566,-1.2490982502672,-1.3251285164732,-1.2907050224361,-1.1735597339571,-1.7089643374973
25854,Rfx2,6.1609544794972,3.0584120773646,1.1830837793133,-1.1222646929626,-2.9291323817046,-1.5647537462814,-1.2196696020884,-1.2502391664637,1.0263089116764,-1.0878612316921,-1.0968397977142,-1.2014203946016
25868,Aph1b,1.471289040626,1.5196619866069,2.3368670229074,5.8546104016664,1.080997774868,1.1197931332393,1.4864284190073,1.1594571418009,3.0922030201088,1.5809822716613,2.1597873840332,1.2683233852052
25878,EG333669,-1.6981107057482,-3.9298773824055,-4.6071993049135,-5.1122372445116,-1.8346025803381,-1.0982894200197,-2.9885532603796,-2.3756365585934,-2.9424426030212,-3.3934308208128,-2.5689934678962,-3.2583369994891
25926,Zic4,1,-1.477294224668,-4.1698842524025,-2.9840012450055,-1.4865311013914,-2.6647225676485,-6.271103954146,-1.9011089219318,-2.4596992006753,-1.8988077691214,-1.2843370172505,-2.8372329836227
25944,Jsrp1,-2.7407410211165,-5.7645710983457,-4.6954908653118,-6.4127306663156,-1.4449439468434,-1.3986337375787,-3.398403951169,-2.8947829099551,-3.4512625587645,-4.5969946678143,-2.8267083383037,-3.073668313554
25957,NegativeControl,1,1,1,1,1,1,1,1,1,5.5935174850309,1,5.0655429263657
25963,Olfr167,-1.2312478921202,-1.3076875831125,-2.08240884613,-1.5577580348316,-1.1495794719624,1,1.3294714027831,-1.2569045546762,-1.3647025404266,-5.0015774696572,1,-1.0695963198905
25972,4930562D19Rik,7.0006763477363,-1.3825855067979,-1.360119289769,-1.7794959339415,-1.2142700967902,1.678073580732,-1.6244898418926,-1.2982968398755,-1.270857920587,1.1247129612448,-1.361535595926,-1.4155851562477
25997,Cnn1,-6.1345540885239,-3.4656444085251,-2.9993006387061,-1.1507174526979,-1.9648843790729,-2.1543437445161,1.6036367489956,-1.2382681431509,-1.6549542784874,-2.4212966435427,-1.266785255957,1.0436642325444
26068,Narg3,1.5500189223823,2.2369743276494,3.0881330262972,6.729704579688,-1.1481475409537,-1.7798606435423,3.0090818421024,1.9948259078817,5.853141185536,2.2166034252426,4.9998848221517,1.2935314729138
26069,Mrm1,-1.6462318506745,1.4583810079517,1.4546650348055,1.4163709150175,1.3615920280236,5.1331268890878,1.7984319110503,-1.0536949533217,1.225055318189,-1.1941318993791,1.1592227615552,1.0604758918393
26189,Mmp9,7.753825089807,-1.3461795845826,2.679840831631,-1.2294192247094,1,1,1,-1.3671463269496,-1.1837254908624,-2.5743761304131,1,-1.1410566332989
26194,NAP066934-1,-1.4437034689364,-1.9398314671536,-1.1233179532976,-2.4073985798708,-1.0623538594665,1.024444888822,-1.7559372825772,-1.3413620034885,-1.60023218132,-5.4929924235232,-1.5549663672418,-1.0060585586439
26221,Phkg2,2.9986584359899,4.5615033694432,1.3357771189747,3.517523438712,-2.625161340596,-1.5310416313988,5.1251313472273,1.1120018249899,1.0240326410474,1.8171174542437,1.1281550713385,1.2216086521841
26224,AK078400,1,1,1,9.5793932029138,1,1,3.065476562352,-1.0701434557783,1,1,1,2.1147498362341
26280,Utrn,-1.0472370532886,3.8066241629088,1,1.0549090059605,2.0233872078808,1,5.012080065303,-1.1562802295495,1.1384149751735,1.2680868530395,1.7854964868085,-1.002840627586
26281,Nfrkb,1.4192666571429,1.3072992138051,1,-1.0135666447373,1,1,8.7981426662801,-1.177480978255,1.0991883075552,3.0977545247163,2.3256534490627,-1.419505239898
26296,TC1640689,5.8756105234865,1,1,-2.2219127444868,1,1,1,-1.0379401217448,-1.5124464260606,1,1.0526645556063,1.2052343475959
26308,Zfp36l3,-1.6616861497047,-3.7944252354465,-5.1305745201871,-5.2337985193876,1.2160459901184,-1.9979609696939,-2.8444152605212,-3.0312935820037,-3.4705475575809,-3.9562251549001,-2.4165511940753,-3.2812249106428
26333,Zmym4,2.5236027965441,3.2125655656509,2.4728114329273,5.478037488667,-1.0229995437025,-1.3006606459255,3.5339223285947,1.2722135007355,3.9911403482849,3.0815058745368,4.8769241372728,1.1931482263827
26340,Krt23,-1.1511451816243,1.3775868864964,2.1182684608471,4.2971449161436,2.2798170642803,2.1488841372923,11.154240391795,5.862096994279,10.612067408888,-2.025778697935,1.696434124909,1.6378570710074
26365,Garnl1,1.1406809798088,2.2389582740391,4.0049398700923,5.1615840062436,1.0305837729548,1.2566177791442,2.4482964339089,1.013529117551,4.5961796972658,2.24332398642,7.3284815699151,-1.1589225144268
26369,4632404H22Rik,3.7157287262917,4.0946803089818,5.8997553123757,3.7644627146338,-1.7820874016721,-1.5614784683387,1.8152606775435,1.0851293245,2.3060355599645,5.4457036029104,1.8339310350358,1.3124416374376
26406,Hcn3,-27.665594047012,-12.861748112359,-1.6347072923698,-4.8409879320179,1.0231776618511,-1.1667757654038,-8.0125730135869,-1.4080173294381,-4.3681545925075,-16.813572465197,-9.6566835547428,-4.0475665672938
26411,Reg1,-2.6376307666889,-2.6900106536069,-1.1930050993188,-1.712896018966,-5.2199218377873,-1.1026195792696,-2.4289523773389,-1.2879855776671,-1.243209442359,-1.5124777692147,-1.2236564394413,-1.7627511228938
26419,5730577I03Rik,1,1,1.9375815928812,1,1,1,5.8815663410175,-1.1005112842175,2.0786386583584,1,-1.0362940389986,1.1604392240957
26438,Sp2,5.3849292291097,1.3411797884569,2.355081820329,1.1671903815084,2.4571914755355,1,-2.2612990485274,-1.0042462992796,-1.0986129145819,1.4503405848663,1.1210479787973,1.2215265194954
26440,Lox,8.5113019896744,2.1127105451123,3.2752842741261,2.0691358243108,1,1,3.2240814139413,-1.0518308392483,2.3283861108874,1.0567104444986,3.3225383313665,1.2974690293099
26455,Foxf1a,5.4734858539309,2.1869104508376,2.8042194678306,1.6116509925961,-1.0405091412527,1.1458366257217,1.2748115805331,-1.0393944655239,-1.0034507225102,1.1195863631299,-1.0360585522397,1.2551848826468
26470,Fbxw2,2.7001133742346,5.1011254018623,4.0003961441234,5.2950613948078,1.4455196509067,3.2240962614191,3.3860861235916,-1.0139360162478,4.1439547072961,2.7486535292229,11.260819572353,1.0345862447797
26485,Phf21a,1.274075017504,3.2205941520181,2.0194913624844,5.864392099563,-1.2870428314067,-1.7409247519589,4.120851837171,1.4483782684009,1.3167095940137,3.0043878708373,3.588863991275,1.2402024929677
26505,Eftud1,1.5838315868977,26.802172623213,2.6297835232485,4.6879934908013,-1.2160711908238,3.8565502988685,4.7580390276361,-1.0374259328886,2.2375976641527,4.0179543666323,6.7078447113381,1.0220889427706
26510,AK037821,1,5.2743628039577,1,1,1,1,2.16420800959,-1.1704514392409,1,1,1,-1.0174582087996
26675,D230040A04Rik,-6.4392605769272,1,-1.310801712211,1,1,1,1,1.0241368665164,1,1,1,1.2673016490896
26697,A730037C10Rik,4.9152770284658,-1.1631949284831,4.5927732037207,1.1668378275255,-1.7886237781066,5.1425793312628,1.9267040043737,-1.0929920422695,1.0184630796661,1.1528523787224,-1.0027762050433,-1.0013552912221
26713,TC1724170,-5.3760339171715,-3.065187176666,-2.0638588879965,-1.8349701337361,-3.3446062732081,-4.0419878154227,-2.2911788940535,-1.1703355572242,-2.4141430464703,-3.8272691081297,-1.5448702146923,-1.4861888543601
26715,L01776,4.4400514232194,5.0858787247481,1,1,2.6976524690022,1,2.1707709446573,-1.0016921538407,-1.0047317583562,1.8414842129546,1,1.2596793209943
26718,Cdk6,1.431123127031,3.46732060139,2.4594386858035,5.8623264643817,-1.3074075843331,-1.4089805564354,2.4352861564932,-1.0390941504953,1.7976080323619,2.3625553937299,2.9828883640621,-1.3815894237807
26720,Galnt3,-6.1482143466101,-1.8409457895731,-1.1614256147934,1.3398957204191,-4.7290292475748,-2.8229682912586,1.2228289164125,-1.1061489209031,1.2815336080938,1.4276639721257,-2.4305244822203,-1.1480412688343
26729,Hectd1,2.6281551518124,2.7761568521318,1.0916172754406,2.5968687486275,1.063843391189,-1.4587941061508,3.8637320460415,-1.0362408291036,-1.2878639898545,6.8864595365144,1.3786340479301,-1.0180721565369
26761,B230110C06Rik,-7.3130408607495,1,-3.1846374652604,-1.2394593843234,-1.1645574016422,1,1,-1.2114614528504,-1.1192149431848,1,1.3295754883725,-1.051226499199
26790,Calb2,1,-2.4835848387769,-2.3753138443004,-5.3824623420383,1.1058285544513,1.1893996325679,-1.520558033339,-1.1589102393104,-1.6911884346105,-1.518633584335,-1.5748166580135,-1.0048112295496
26844,TC1669672,-7.1747537512967,-3.2303754419014,-1.62997896561,-1.961448907681,1.1447010995927,1.1561830548059,-1.0978446757295,-1.4723701356827,-1.6123339545564,-1.7761882796475,-1.3113088733553,-1.4965767707543
26847,4933402D24Rik,-6.4840745580228,1,-3.4238915486668,-1.3427835122495,1,1,-1.4934029332241,-1.1375961143953,-1.3375499208561,1,1.1821157398641,-1.5709269851168
26864,Pde4dip,1.6166834780578,-1.3837320494144,-6.5747160321378,-1.6176367321105,1.1828304603873,1.1296307345957,-1.2323061048975,-1.3171098571754,-1.9367028872318,-1.0101661232531,-1.4936092687168,-1.3284432302995
26892,Xist,-55.042734331258,-20.753913389575,-5.3546489029184,-10.222332427769,-33.179512444039,-20.762516949677,-27.798412812335,-1.1063988100228,-9.2742542983927,-15.907429237502,-9.3814938888011,-1.0695044600323
26931,5830405M20Rik,-8.6755496581961,-1.9646581764204,-2.3504011990487,-2.4869668707039,-1.9431485372321,1.087490320277,-1.2406269184006,-1.5542504436265,-1.6316537371282,-1.2461717447687,-1.635870798504,-1.4825590492004
26939,1700012D14Rik,-5.0710395767838,-2.8650750321931,-1.9304608566669,-1.3423507197494,-2.648146455202,1.7736543974803,1.2538367647925,-1.14893616522,-1.1248196638947,2.183323051139,-1.0950349987063,1.0820414557217
26946,Polr3g,1.4151451914199,4.0561312533991,4.9818311059787,3.7678273997631,-1.8079940628863,1.6501711877691,1.1527730106875,1.0459617427425,5.3694895314627,2.8522067280442,7.8903814662385,1.2070651186154
26990,Bcl11b,2.8362532072778,-1.0138672624309,2.1828555634934,11.078475459346,-1.1384527224811,1,-1.3240518730147,-1.1745778318017,-1.9867901582026,1.6024039247521,1,1.1172997459068
27001,A630043P06,-1.253245921669,1.6152063004673,5.075688953924,3.7197264252792,1.1881495284944,1.0898356245014,2.1557827872623,1.0230702360053,1.9733449108731,-1.0889875132585,1,1.0643309712854
27046,Ntrk1,-6.6534515695614,-2.590633636155,-2.6046057800828,-2.4418725903192,-5.7003825244111,-1.8227369602415,-1.6109534824306,-1.83815868269,-2.0937749520025,-3.1309418379118,-1.6889663615805,-2.3968287200874
27105,Wfikkn2,1.5360098474782,-1.7408245391587,1.7196774641363,1.2076578258025,1,4.0807782894831,1.791455398106,1.0280146411613,1.2786803757668,16.189744688345,2.1757400194289,1.7719848317846
27143,AK089047,2.1357577944697,1,1,-1.200628643102,1,1,7.5784781010185,-1.172913270556,1.7130932347604,2.0693407019893,1,-1.1750017136677
27147,C030040A22Rik,-5.9643758079256,-1.6667827608472,-1.9076601165348,-1.2102990711866,-2.3017915955168,-2.604245965352,1.0060385671417,-1.1543510438473,-1.313941409947,-1.5165718830873,-1.5114925119815,-1.4541225186122
27226,9530076L18,5.1985712421725,7.8197163521551,4.7540090046766,5.062814322115,1.0669852112296,-1.0046889367471,1.9051931001461,1.1660887353506,2.1192393044402,2.0482360232335,8.6198756350319,1.172277420439
27272,Mael,-5.9745472483794,-1.977229129167,-2.0570033548323,-2.2390974739486,-2.4446123418147,1.2873718247939,-1.1816634429645,-1.4002803679212,-1.446781677227,-4.8161943069851,1.0945215076642,-1.3453398297987
27273,Cyp2c40,-1.9827045352547,-1.6977119280508,-1.8819149832723,-1.5479074839172,-3.2804241466156,-2.3743951691415,-6.1468695989575,-1.8196589589317,-3.651354504561,-1.6025367584275,-1.4104704762449,-2.3808552927753
27323,AK083355,-5.9421963740274,-1.5940208583481,-1.258566303822,1.3295081379431,1.063600419618,-1.5659864502836,1.1564421168452,-1.1137722676969,-1.1777079317617,1.2931056223485,-1.1673591721768,1.1280698708799
27342,Lce1g,1,1,1.8190892190791,1.0284786957418,1,-62.937574213372,1,-1.1226740906342,1.3002504118254,1,-1.1006602947323,1.041659070657
27343,Olfr272,1,-1.9625195873109,-1.391922323303,-1.795283337078,1,-9.2907976197795,-1.5188504003602,-1.3606016710115,-1.2512592469918,1.4784137736439,-1.0937704852075,-1.3542099486487
27358,Rtp1,-5.1668993301036,-2.2665953841213,1.7426091898259,-1.6139831634864,-3.4458788144433,1.309938781889,-1.8501289549109,-1.1447003088615,-1.6404348990104,1.1593322042922,-1.3872125206869,1.1226410024482
27363,BC049807,-5.3832060080609,-4.7831830343549,-2.5840981194099,-1.8949205253949,-1.3912782634182,-1.4717329052018,-2.4295844538236,-1.3400222205705,-1.6873104646344,-2.4532002484556,-1.6418444150875,-1.4608714443175
27374,AK042543,-2.475557396358,1.6425023515265,2.1765317160257,1.2232530294887,-1.6434973191383,1.2070742905718,-1.4013835007417,-1.2591660337662,1.365438046988,2.4594103706322,7.6075006826307,3.1002948580024
27375,C130094E24,1.3797137740729,2.3665680663505,3.8274629905219,7.1360190377931,-1.4313175619218,-2.0277200711613,5.2794903451355,1.22260143163,1.2655928132747,4.5572095625116,4.0028470878054,1.3923550682036
27431,Rbpms,9.8810477950356,6.8037445587326,3.6492028048561,2.0326424911571,-2.0825095419595,-1.8762167118737,2.9224830433186,1.0087967629657,1.9941783638525,2.1678039335815,1.5676857113898,-1.2089624165453
27466,Apob,1.0973323938534,-1.729947804838,-1.1209710584471,-1.2334296952294,-3.1610255050346,-2.961119948048,-1.1274780611939,-1.2387908816744,-8.6052600659951,-1.9123263093497,-1.5714443288922,-6.9831279568105
27478,BC013476,-3.7660232772424,-2.795908793472,-2.3881301962507,-4.9956154490309,-2.0675118147606,-2.8202785218728,2.7281233329168,1.8222543683392,2.1205767720052,-15.142235629819,-7.5945317137141,-2.2792554398805
27493,Dnahc1,1.4884971244751,3.6207538404633,2.1800928973386,2.0734616155295,2.1916893637054,2.5687982695523,5.1116369403349,-1.1248424560639,1.670421226284,4.796969973277,1.2488937723843,-1.4257027916816
27506,Prnd,1,-1.5014158628879,-1.2213223368107,-1.0900976414523,-1.4123196447424,1,3.9092549972355,-1.0243701153235,1.2330012020823,8.0718112895542,1.0960801178153,1.0193305957793
27511,AK046345,1,1,1,-1.5913254189026,1,1.4781142367227,5.1396317109429,-1.2280229974297,-1.9584568169465,1,1.0841662909258,-1.3679650443924
27521,Ppm1d,3.1210519674652,3.3567113728452,4.3457326003973,6.2930618479999,1.5143979044478,1.2041708228209,2.6211930031084,1.6993076009451,3.2204606723268,2.0000276511804,4.1947781774282,1.3537329505788
27573,Ap2a2,2.6362828232539,3.0945321566642,5.1676727076264,3.4531941777616,-1.1925664847456,1.2024640467819,1.6040688308735,1.384484187702,3.1436993117724,1.593723586209,2.2201790486834,1.5289982910328
27659,6332401O19Rik,-1.8332386294873,2.073547555103,-1.5687870656523,2.3724004623519,1,1,5.0138691993864,-1.0516710040131,1.709704284374,1.463312222124,-1.53533800371,-1.0572840973103
27668,EG215895,-3.1034374744833,-3.2550974885304,-3.6299362675805,-3.6332476389513,-1.2583814278085,1.5368306027459,-2.6041979938103,-2.2210994266152,-5.1427095864039,-3.6954131508632,-1.8935596909543,-2.5502514314157
27680,Pcgf3,9.1306774251991,3.9824286166695,2.543202840676,1.3387392608077,1,1.6935538091353,1.2928644684938,-1.0341737260428,1.6024334423951,1.9255641868794,-1.0276544330043,1.1081917175816
27712,9530018H14Rik,-6.739551557349,-2.3762821187189,1.5019552732555,-1.5832664171732,2.1651799660346,2.2644826627393,1.4076477808551,-1.3260777861038,-1.4167297050546,-2.4010875728296,-2.7663237159188,1.0805585398556
27723,Ak5,1,-5.3913558765293,-1.7797254054211,-2.3036208464919,1,1,-1.7820997119383,-1.181441984036,-1.2920311966111,-1.4603804148603,-1.6683224731387,-1.0062080094446
27735,Cd28,1.2472077475785,1,-1.1211138040931,1.113913840153,1,2.3806031285223,1.4648966977682,1.0229727850783,1.2681919730002,6.0418925855837,-1.6063567405466,-1.1553889242331
27767,Oprk1,-2.2746940939107,-4.1554015744971,-1.9831245915684,-1.957640765072,1,-1.8994637073609,-1.4796908900087,-1.3634618789443,-1.7344548535786,-6.7319673347573,-1.6685260826486,-1.2743273377739
27769,Sfpi1,3.1696550426389,1.8262280119277,-1.5875448373349,-5.6288412442735,-1.0801329135602,1.3950346667349,-1.2050853310047,-1.1291426190779,-1.191135586861,1.6361721647972,-1.2597866447626,-1.286239966479
27794,Osbpl1a,1.1168907650171,-3.6329464804067,-4.9317380395494,-5.3103848980873,1.2896444693379,-1.1718963456768,-2.5201941550771,-2.5677338123694,-3.1534576287791,-3.1699907868402,-2.3554017858638,-2.9153452936318
27850,4833444G19Rik,2.5459976590487,1,1,1,1,-1.9856559432316,5.5347371418298,-1.0957730122276,1,1,1,-1.0981414890497
27919,1810053B23Rik,-22.736834468872,-2.5590749166575,-3.0451872306301,1.8850809299787,-3.4399648110475,-1.8472428745028,-1.6489139796038,-1.2524990351932,-1.458528769477,-6.6394483995013,-2.9722203270534,-1.9791422041653
27939,4930527E24Rik,1,-4.5666318360681,-1.53444031366,-6.4477174843329,1,1,-1.2841684624815,-1.3556232227824,-1.5513436058355,-1.2036053236661,-1.6487469304172,-1.2497656964886
27974,Cacng8,1.0083817799947,1.3322324259938,1.5869783425851,1.4140702974191,1.111304057474,1.7716502914078,1.8388952881605,-1.0859006672815,1.1970640821139,5.0063014878508,1.3535802220146,1.2833998967027
27978,Xist,-103.19769568963,-214.14601642534,-76.422281691443,-44.705401537034,-106.343267426,-279.28010558751,-132.18433789029,-1.7232171174202,-31.549319775449,-164.04009041941,-34.979210259322,-3.7298726170743
27985,Amn,1.2210574564297,2.5738782500754,2.4146878673779,2.9959806218607,1.1526899322775,1.8776385792738,5.2170860502013,1.3484411584021,8.128885381892,7.5338678835602,5.3873724369793,1.6380645059323
